State,FIPSCodes,County,number,percent
Kentucky,21145,McCracken County,13954,28
Kentucky,21147,McCreary County,4110,30.4
Kentucky,21149,McLean County,2280,32.3
Kentucky,21151,Madison County,17473,27.6
Kentucky,21153,Magoffin County,3051,31.5
Kentucky,21155,Marion County,3503,23.7
Kentucky,21157,Marshall County,7221,29.8
Kentucky,21159,Martin County,2964,30.3
Kentucky,21161,Mason County,3391,26.5
Kentucky,21163,Meade County,5476,25.8
Kentucky,21165,Menifee County,1364,28.5
Kentucky,21167,Mercer County,5029,31.4
Kentucky,21169,Metcalfe County,2553,34.5
Kentucky,21171,Monroe County,2197,27.2
Kentucky,21173,Montgomery County,6048,30.1
Kentucky,21175,Morgan County,3705,35
Kentucky,21177,Muhlenberg County,7506,31.4
Kentucky,21179,Nelson County,9320,28.9
Kentucky,21181,Nicholas County,1597,30.3
Kentucky,21183,Ohio County,5455,31
Kentucky,21185,Oldham County,9837,22.2
Kentucky,21187,Owen County,2473,31.2
Kentucky,21189,Owsley County,1071,30.3
Kentucky,21191,Pendleton County,3394,31.2
Kentucky,21193,Perry County,7605,35.5
Kentucky,21195,Pike County,16915,34.6
Kentucky,21197,Powell County,2795,30.3
Kentucky,21199,Pulaski County,14753,30.8
Kentucky,21201,Robertson County,512,29.7
Kentucky,21203,Rockcastle County,4492,35.4
Kentucky,21205,Rowan County,4909,28.1
Kentucky,21207,Russell County,4459,33.2
Kentucky,21209,Scott County,8020,22.6
Kentucky,21211,Shelby County,9115,28.1
Kentucky,21213,Simpson County,3649,28
Kentucky,21215,Spencer County,3311,25.7
Kentucky,21217,Taylor County,6688,36.1
Kentucky,21219,Todd County,3140,35.6
Kentucky,21221,Trigg County,3126,28.8
Kentucky,21223,Trimble County,1851,28.4
Kentucky,21225,Union County,3030,27.2
Kentucky,21227,Warren County,21272,24.6
Kentucky,21229,Washington County,2809,32
Kentucky,21231,Wayne County,4993,31.8
Kentucky,21233,Webster County,3162,31.4
Kentucky,21235,Whitley County,9026,34.9
Kentucky,21237,Wolfe County,1766,32.7
Kentucky,21239,Woodford County,5404,28.7
Louisiana,22001,Acadia Parish,15188,34.5
Louisiana,22003,Allen Parish,5465,28.3
Louisiana,22005,Ascension Parish,22171,27.8
Louisiana,22007,Assumption Parish,5689,32.9
Louisiana,22009,Avoyelles Parish,10987,36
Louisiana,22011,Beauregard Parish,7347,28.1
Louisiana,22013,Bienville Parish,3601,34.5
Louisiana,22015,Bossier Parish,23742,26.5
Louisiana,22017,Caddo Parish,52898,28.3
Louisiana,22019,Calcasieu Parish,45087,31.7
Louisiana,22021,Caldwell Parish,2446,32.7
Louisiana,22023,Cameron Parish,1375,27.6
Louisiana,22025,Catahoula Parish,2547,32.9
Louisiana,22027,Claiborne Parish,3906,29.5
Louisiana,22029,Concordia Parish,5465,36.4
Louisiana,22031,De Soto Parish,6436,32.6
Louisiana,22033,East Baton Rouge Parish,82399,25.2
Louisiana,22035,East Carroll Parish,1996,36.4
Louisiana,22037,East Feliciana Parish,4745,30.7
Louisiana,22039,Evangeline Parish,7931,33.2
Louisiana,22041,Franklin Parish,5376,36.3
Louisiana,22043,Grant Parish,4603,27.1
Louisiana,22045,Iberia Parish,15854,30.2
Louisiana,22047,Iberville Parish,7241,28.5
Louisiana,22049,Jackson Parish,4386,36
Louisiana,22051,Jefferson Parish,90842,27.5
Louisiana,22053,Jefferson Davis Parish,6892,30.6
Louisiana,22055,Lafayette Parish,43053,25.4
Louisiana,22057,Lafourche Parish,23182,32.4
Louisiana,22059,La Salle Parish,3297,29.7
Louisiana,22061,Lincoln Parish,9795,28.5
Louisiana,22063,Livingston Parish,29017,30.4
Louisiana,22065,Madison Parish,2649,30.5
Louisiana,22067,Morehouse Parish,7217,36.3
Louisiana,22069,Natchitoches Parish,8213,29.4
Louisiana,22071,Orleans Parish,69984,24.1
Louisiana,22073,Ouachita Parish,33497,30
Louisiana,22075,Plaquemines Parish,4688,28
Louisiana,22077,Pointe Coupee Parish,5452,32.6
Louisiana,22079,Rapides Parish,28953,30.3
Louisiana,22081,Red River Parish,2355,36.4
Louisiana,22083,Richland Parish,5158,34.1
Louisiana,22085,Sabine Parish,6048,33.8
Louisiana,22087,St. Bernard Parish,9376,30.3
Louisiana,22089,St. Charles Parish,9623,25.5
Louisiana,22091,St. Helena Parish,2758,34
Louisiana,22093,St. James Parish,5582,35
Louisiana,22095,St. John the Baptist Pa,9817,31.2
Louisiana,22097,St. Landry Parish,18828,31.9
Louisiana,22099,St. Martin Parish,12763,33.3
Louisiana,22101,St. Mary Parish,13036,33.4
Louisiana,22103,St. Tammany Parish,39863,22.5
Louisiana,22105,Tangipahoa Parish,29754,33
Louisiana,22107,Tensas Parish,1288,36.1
Louisiana,22109,Terrebonne Parish,26818,33
Louisiana,22111,Union Parish,5353,31.6
Louisiana,22113,Vermilion Parish,12556,29.7
Louisiana,22115,Vernon Parish,10029,26.9
Louisiana,22117,Washington Parish,11930,35.1
Louisiana,22119,Webster Parish,10088,33.3
Louisiana,22121,West Baton Rouge Parish,5709,31.6
Louisiana,22123,West Carroll Parish,2836,33.6
Louisiana,22125,West Feliciana Parish,3594,28.5
Louisiana,22127,Winn Parish,3544,31.5
Maine,23001,Androscoggin County,18384,22.8
Maine,23003,Aroostook County,15060,27.4
Maine,23005,Cumberland County,33596,15.2
Maine,23007,Franklin County,4847,20.5
Maine,23009,Hancock County,7522,17.1
Maine,23011,Kennebec County,19329,20.6
Maine,23013,Knox County,5629,17.9
Maine,23015,Lincoln County,5301,19.3
Maine,23017,Oxford County,10324,23.1
Maine,23019,Penobscot County,27083,22.8
Maine,23021,Piscataquis County,3875,28.2
Maine,23023,Sagadahoc County,5279,19.3
Maine,23025,Somerset County,9945,24.8
Maine,23027,Waldo County,6354,21
Maine,23029,Washington County,6897,27.3
Maine,23031,York County,29405,19
Maryland,24001,Allegany County,16422,28.4
Maryland,24003,Anne Arundel County,84150,20.2
Maryland,24005,Baltimore County,144521,23.2
Maryland,24009,Calvert County,13781,20.9
Maryland,24011,Caroline County,7175,29.8
Maryland,24013,Carroll County,25583,20.5
Maryland,24015,Cecil County,20886,27.7
Maryland,24017,Charles County,23254,21.1
Maryland,24019,Dorchester County,7602,30.3
Maryland,24021,Frederick County,31885,18.1
Maryland,24023,Garrett County,6503,28.1
Maryland,24025,Harford County,38798,20.9
Maryland,24027,Howard County,36156,16.3
Maryland,24029,Kent County,3549,22.8
Maryland,24031,Montgomery County,120452,15.9
Maryland,24033,Prince George's County,149208,22.5
Maryland,24035,Queen Anne's County,7897,21.6
Maryland,24037,St. Mary's County,18070,22.9
Maryland,24039,Somerset County,6226,30.6
Maryland,24041,Talbot County,6306,20.9
Maryland,24043,Washington County,29528,26.2
Maryland,24045,Wicomico County,19190,26
Maryland,24047,Worcester County,10856,26.2
Maryland,24510,Baltimore city,125711,26.6
Massachusetts,25001,Barnstable County,27746,15.8
Massachusetts,25003,Berkshire County,19599,19.3
Massachusetts,25005,Bristol County,105074,25.1
Massachusetts,25007,Dukes County,2418,17.7
Massachusetts,25009,Essex County,117601,20.5
Massachusetts,25011,Franklin County,9673,17.1
Massachusetts,25013,Hampden County,85562,24.7
Massachusetts,25015,Hampshire County,18717,15.3
Massachusetts,25017,Middlesex County,235017,19.8
Massachusetts,25019,Nantucket County,1355,16.5
Massachusetts,25021,Norfolk County,92238,17.7
Massachusetts,25023,Plymouth County,86108,22.9
Massachusetts,25025,Suffolk County,107803,18.1
Massachusetts,25027,Worcester County,125656,20.8
Michigan,26001,Alcona County,2213,24.7
Michigan,26003,Alger County,1770,22.5
Michigan,26005,Allegan County,18455,22.6
Michigan,26007,Alpena County,4974,21.8
Michigan,26009,Antrim County,4679,25.6
Michigan,26011,Arenac County,3138,25.6
Michigan,26013,Baraga County,1602,23.5
Michigan,26015,Barry County,9246,21.1
Michigan,26017,Bay County,20887,25.5
Michigan,26019,Benzie County,2834,20.6
Michigan,26021,Berrien County,30285,26
Michigan,26023,Branch County,8865,27.6
Michigan,26025,Calhoun County,26979,27.1
Michigan,26027,Cass County,9409,23.9
Michigan,26029,Charlevoix County,4068,20.2
Michigan,26031,Cheboygan County,5565,27.3
Michigan,26033,Chippewa County,8407,28
Michigan,26035,Clare County,7240,30.4
Michigan,26037,Clinton County,10732,18.8
Michigan,26039,Crawford County,2707,24.5
Michigan,26041,Delta County,6400,22.4
Michigan,26043,Dickinson County,4527,22.4
Michigan,26045,Eaton County,19988,24.5
Michigan,26047,Emmet County,4481,17.7
Michigan,26049,Genesee County,82190,26.8
Michigan,26051,Gladwin County,6232,31.1
Michigan,26053,Gogebic County,3047,23.5
Michigan,26055,Grand Traverse County,13540,19.6
Michigan,26057,Gratiot County,8331,26.1
Michigan,26059,Hillsdale County,9163,26.7
Michigan,26061,Houghton County,5719,21.3
Michigan,26063,Huron County,6695,26.6
Michigan,26065,Ingham County,41780,20
Michigan,26067,Ionia County,9740,20.6
Michigan,26069,Iosco County,5145,25
Michigan,26071,Iron County,1898,20.2
Michigan,26073,Isabella County,11716,22.5
Michigan,26075,Jackson County,27355,22.8
Michigan,26077,Kalamazoo County,35495,18.6
Michigan,26079,Kalkaska County,3022,23
Michigan,26081,Kent County,89142,19.9
Michigan,26083,Keweenaw County,393,22.1
Michigan,26085,Lake County,2083,22.6
Michigan,26087,Lapeer County,15647,23.6
Michigan,26089,Leelanau County,4179,23.9
Michigan,26091,Lenawee County,16537,22.3
Michigan,26093,Livingston County,25006,18.4
Michigan,26095,Luce County,1359,25.8
Michigan,26097,Mackinac County,2048,22.9
Michigan,26099,Macomb County,153706,23.8
Michigan,26101,Manistee County,4502,23
Michigan,26103,Marquette County,10623,20.2
Michigan,26105,Mason County,5196,23.5
Michigan,26107,Mecosta County,8347,25.9
Michigan,26109,Menominee County,4754,25.6
Michigan,26111,Midland County,13716,21.9
Michigan,26113,Missaukee County,2862,25.5
Michigan,26115,Monroe County,25787,22.9
Michigan,26117,Montcalm County,12086,25.8
Michigan,26119,Montmorency County,1977,25.5
Michigan,26121,Muskegon County,31810,25.1
Michigan,26123,Newaygo County,7725,21.7
Michigan,26125,Oakland County,177469,19.2
Michigan,26127,Oceana County,4176,21.7
Michigan,26129,Ogemaw County,4626,27.7
Michigan,26131,Ontonagon County,1190,22.3
Michigan,26133,Osceola County,4354,25.3
Michigan,26135,Oscoda County,1577,23.9
Michigan,26137,Otsego County,3932,21.4
Michigan,26139,Ottawa County,35660,18.5
Michigan,26141,Presque Isle County,3139,29.5
Michigan,26143,Roscommon County,4740,23.9
Michigan,26145,Saginaw County,33899,23.1
Michigan,26147,St. Clair County,30777,25.5
Michigan,26149,St. Joseph County,12714,28.8
Michigan,26151,Sanilac County,7747,24.6
Michigan,26153,Schoolcraft County,1650,25.3
Michigan,26155,Shiawassee County,11015,21.4
Michigan,26157,Tuscola County,12063,29.3
Michigan,26159,Van Buren County,13616,24.7
Michigan,26161,Washtenaw County,40730,15.3
Michigan,26163,Wayne County,333030,25.6
Michigan,26165,Wexford County,4995,20.6
Minnesota,27001,Aitkin County,3207,25.1
Minnesota,27003,Anoka County,46722,18.9
Minnesota,27005,Becker County,5536,22.7
Minnesota,27007,Beltrami County,6664,20.7
Minnesota,27009,Benton County,5521,19.2
Minnesota,27011,Big Stone County,810,20.4
Minnesota,27013,Blue Earth County,8400,17.3
Minnesota,27015,Brown County,3939,20.6
Minnesota,27017,Carlton County,4933,18.6
Minnesota,27019,Carver County,9861,15
Minnesota,27021,Cass County,5690,25.9
Minnesota,27023,Chippewa County,2319,25.6
Minnesota,27025,Chisago County,8564,21.6
Minnesota,27027,Clay County,8806,20.3
Minnesota,27029,Clearwater County,1268,19.7
Minnesota,27031,Cook County,738,17.4
Minnesota,27033,Cottonwood County,2668,30.8
Minnesota,27035,Crow Wing County,10122,21.2
Minnesota,27037,Dakota County,47945,16.2
Minnesota,27039,Dodge County,2586,18.3
Minnesota,27041,Douglas County,6128,21.8
Minnesota,27043,Faribault County,2377,21.9
Minnesota,27045,Fillmore County,3810,24.7
Minnesota,27047,Freeborn County,5966,25.3
Minnesota,27049,Goodhue County,7465,21.5
Minnesota,27051,Grant County,1228,26.8
Minnesota,27053,Hennepin County,146278,16.2
Minnesota,27055,Houston County,3468,24.2
Minnesota,27057,Hubbard County,3395,21.3
Minnesota,27059,Isanti County,5915,21.2
Minnesota,27061,Itasca County,7280,20.9
Minnesota,27063,Jackson County,1445,18.7
Minnesota,27065,Kanabec County,2932,24.3
Minnesota,27067,Kandiyohi County,6585,21
Minnesota,27069,Kittson County,837,24.5
Minnesota,27071,Koochiching County,2450,24
Minnesota,27073,Lac qui Parle County,1112,20.6
Minnesota,27075,Lake County,1404,16.4
Minnesota,27077,Lake of the Woods Count,797,25.6
Minnesota,27079,Le Sueur County,3569,17.6
Minnesota,27081,Lincoln County,1074,24.3
Minnesota,27083,Lyon County,3372,18.3
Minnesota,27085,McLeod County,5698,21.6
Minnesota,27087,Mahnomen County,1061,28.4
Minnesota,27089,Marshall County,1616,22.9
Minnesota,27091,Martin County,3991,25.7
Minnesota,27093,Meeker County,4102,24.3
Minnesota,27095,Mille Lacs County,4742,25
Minnesota,27097,Morrison County,5751,23.6
Minnesota,27099,Mower County,6875,24
Minnesota,27101,Murray County,1442,22.1
Minnesota,27103,Nicollet County,4353,18
Minnesota,27105,Nobles County,4232,27.4
Minnesota,27107,Norman County,1358,27.4
Minnesota,27109,Olmsted County,18571,17
Minnesota,27111,Otter Tail County,8970,20.4
Minnesota,27113,Pennington County,2369,22.6
Minnesota,27115,Pine County,6019,26.8
Minnesota,27117,Pipestone County,1869,27.4
Minnesota,27119,Polk County,5860,25.1
Minnesota,27121,Pope County,2259,26.8
Minnesota,27123,Ramsey County,69789,18
Minnesota,27125,Red Lake County,695,23.2
Minnesota,27127,Redwood County,2765,24
Minnesota,27129,Renville County,2836,24.9
Minnesota,27131,Rice County,9582,20.4
Minnesota,27133,Rock County,1532,22.1
Minnesota,27135,Roseau County,2610,23.2
Minnesota,27137,St. Louis County,29678,19.2
Minnesota,27139,Scott County,14991,15.9
Minnesota,27141,Sherburne County,11447,18.2
Minnesota,27143,Sibley County,2918,26.6
Minnesota,27145,Stearns County,22055,19.9
Minnesota,27147,Steele County,5529,21
Minnesota,27149,Stevens County,1454,20.7
Minnesota,27151,Swift County,1724,23.8
Minnesota,27153,Todd County,4737,26.3
Minnesota,27155,Traverse County,670,25.6
Minnesota,27157,Wabasha County,3472,21.5
Minnesota,27159,Wadena County,2008,19.8
Minnesota,27161,Waseca County,2785,19.5
Minnesota,27163,Washington County,27846,15.6
Minnesota,27165,Watonwan County,1807,22.3
Minnesota,27167,Wilkin County,1209,25
Minnesota,27169,Winona County,8406,21.8
Minnesota,27171,Wright County,16990,19.3
Minnesota,27173,Yellow Medicine County,1707,22.7
Mississippi,28001,Adams County,7215,29.4
Mississippi,28003,Alcorn County,9980,36
Mississippi,28005,Amite County,3248,33.1
Mississippi,28007,Attala County,5456,39
Mississippi,28009,Benton County,2111,33.1
Mississippi,28011,Bolivar County,8098,33.5
Mississippi,28013,Calhoun County,3321,30.7
Mississippi,28015,Carroll County,2913,36
Mississippi,28017,Chickasaw County,4251,33.9
Mississippi,28019,Choctaw County,2090,33.4
Mississippi,28021,Claiborne County,2264,34.5
Mississippi,28023,Clarke County,4164,34.2
Mississippi,28025,Clay County,5482,36.9
Mississippi,28027,Coahoma County,6039,34.9
Mississippi,28029,Copiah County,7498,35.8
Mississippi,28031,Covington County,4517,32
Mississippi,28033,DeSoto County,37209,31.4
Mississippi,28035,Forrest County,16156,28.9
Mississippi,28037,Franklin County,1846,31.8
Mississippi,28039,George County,5214,31.6
Mississippi,28041,Greene County,3760,33.8
Mississippi,28043,Grenada County,5904,37.1
Mississippi,28045,Hancock County,10730,31.3
Mississippi,28047,Harrison County,39935,27.9
Mississippi,28049,Hinds County,55202,31.6
Mississippi,28051,Holmes County,4854,37.5
Mississippi,28053,Humphreys County,2171,34.7
Mississippi,28055,Issaquena County,349,30.7
Mississippi,28057,Itawamba County,5922,34.2
Mississippi,28059,Jackson County,29933,29.1
Mississippi,28061,Jasper County,4687,38.2
Mississippi,28063,Jefferson County,2104,37
Mississippi,28065,Jefferson Davis County,3212,35.3
Mississippi,28067,Jones County,16227,33
Mississippi,28069,Kemper County,2455,32.4
Mississippi,28071,Lafayette County,11322,29.8
Mississippi,28073,Lamar County,10698,25.2
Mississippi,28075,Lauderdale County,20854,35.5
Mississippi,28077,Lawrence County,3131,34
Mississippi,28079,Leake County,5358,33.4
Mississippi,28081,Lee County,20250,33
Mississippi,28083,Leflore County,7008,31.7
Mississippi,28085,Lincoln County,8399,33.2
Mississippi,28087,Lowndes County,11761,26.9
Mississippi,28089,Madison County,19540,27.2
Mississippi,28091,Marion County,6463,33.8
Mississippi,28093,Marshall County,9985,36.5
Mississippi,28095,Monroe County,9040,33.5
Mississippi,28097,Montgomery County,2437,31.1
Mississippi,28099,Neshoba County,7148,35
Mississippi,28101,Newton County,5533,35.8
Mississippi,28103,Noxubee County,2994,37.7
Mississippi,28105,Oktibbeha County,9431,25.8
Mississippi,28107,Panola County,8877,36.1
Mississippi,28109,Pearl River County,12411,30.7
Mississippi,28111,Perry County,3264,36.5
Mississippi,28113,Pike County,9555,33.7
Mississippi,28115,Pontotoc County,7084,32.4
Mississippi,28117,Prentiss County,7300,38.9
Mississippi,28119,Quitman County,2014,35.6
Mississippi,28121,Rankin County,30731,28.5
Mississippi,28123,Scott County,6650,33.2
Mississippi,28125,Sharkey County,1258,37.1
Mississippi,28127,Simpson County,7013,35.4
Mississippi,28129,Smith County,4100,34.5
Mississippi,28131,Stone County,3895,30
Mississippi,28133,Sunflower County,6902,33.5
Mississippi,28135,Tallahatchie County,3965,34.2
Mississippi,28137,Tate County,6891,34.1
Mississippi,28139,Tippah County,5769,35.9
Mississippi,28141,Tishomingo County,4861,33
Mississippi,28143,Tunica County,2525,35.5
Mississippi,28145,Union County,6411,31.9
Mississippi,28147,Walthall County,3716,34.3
Mississippi,28149,Warren County,11566,32.9
Mississippi,28151,Washington County,12325,35.2
Mississippi,28153,Wayne County,5204,35
Mississippi,28155,Webster County,2569,35
Mississippi,28157,Wilkinson County,2443,34.5
Mississippi,28159,Winston County,5310,38.2
Mississippi,28161,Yalobusha County,3378,36.5
Mississippi,28163,Yazoo County,7233,35.2
Missouri,29001,Adair County,4582,24.3
Missouri,29003,Andrew County,3410,26.2
Missouri,29005,Atchison County,1344,31.9
Missouri,29007,Audrain County,5279,27.7
Missouri,29009,Barry County,8733,32.9
Missouri,29011,Barton County,2738,30.9
Missouri,29013,Bates County,3350,27.5
Missouri,29015,Benton County,4082,26.8
Missouri,29017,Bollinger County,3026,32.4
Missouri,29019,Boone County,22150,17.4
Missouri,29021,Buchanan County,18640,28
Missouri,29023,Butler County,9477,29.6
Missouri,29025,Caldwell County,2092,31.3
Missouri,29027,Callaway County,9111,27.4
Missouri,29029,Camden County,7708,22.1
Missouri,29031,Cape Girardeau County,15226,26.4
Missouri,29033,Carroll County,2004,29.4
Missouri,29035,Carter County,1396,29.9
Missouri,29037,Cass County,16864,23.2
Missouri,29039,Cedar County,3526,33.7
Missouri,29041,Chariton County,1786,30.7
Missouri,29043,Christian County,14635,25.3
Missouri,29045,Clark County,1528,29.7
Missouri,29047,Clay County,36018,21.5
Missouri,29049,Clinton County,4087,27.1
Missouri,29051,Cole County,11321,19.9
Missouri,29053,Cooper County,3615,27.1
Missouri,29055,Crawford County,4952,27.2
Missouri,29057,Dade County,1597,27.6
Missouri,29059,Dallas County,3404,27.8
Missouri,29061,Daviess County,1645,27.7
Missouri,29063,DeKalb County,3064,29.4
Missouri,29065,Dent County,3583,30.3
Missouri,29067,Douglas County,3317,32.2
Missouri,29069,Dunklin County,7055,31
Missouri,29071,Franklin County,23116,30.7
Missouri,29073,Gasconade County,3554,31
Missouri,29075,Gentry County,1337,26.8
Missouri,29077,Greene County,48650,22.6
Missouri,29079,Grundy County,2111,27.8
Missouri,29081,Harrison County,1738,27.1
Missouri,29083,Henry County,4935,29.5
Missouri,29085,Hickory County,2470,32.8
Missouri,29087,Holt County,1029,28.8
Missouri,29089,Howard County,1905,25.3
Missouri,29091,Howell County,8461,28.6
Missouri,29093,Iron County,2360,30
Missouri,29095,Jackson County,117249,23.4
Missouri,29097,Jasper County,24012,28.6
Missouri,29099,Jefferson County,44089,27.1
Missouri,29101,Johnson County,8719,22
Missouri,29103,Knox County,705,23.5
Missouri,29105,Laclede County,8565,32.9
Missouri,29107,Lafayette County,7970,32.7
Missouri,29109,Lawrence County,6610,24
Missouri,29111,Lewis County,2470,33.2
Missouri,29113,Lincoln County,10879,28.4
Missouri,29115,Linn County,2375,26
Missouri,29117,Livingston County,2853,25
Missouri,29119,McDonald County,5407,33.7
Missouri,29121,Macon County,3358,29.2
Missouri,29123,Madison County,2591,28
Missouri,29125,Maries County,2214,32.3
Missouri,29127,Marion County,6276,29.4
Missouri,29129,Mercer County,704,26
Missouri,29131,Miller County,4646,25
Missouri,29133,Mississippi County,3275,30.3
Missouri,29135,Moniteau County,3145,27.4
Missouri,29137,Monroe County,1993,30.3
Missouri,29139,Montgomery County,2639,29.5
Missouri,29141,Morgan County,4467,29
Missouri,29143,New Madrid County,4683,34.4
Missouri,29145,Newton County,11846,27.6
Missouri,29147,Nodaway County,4768,27.6
Missouri,29149,Oregon County,2126,25.6
Missouri,29151,Osage County,2616,25.9
Missouri,29153,Ozark County,2454,32.6
Missouri,29155,Pemiscot County,3766,30
Missouri,29157,Perry County,3827,27.3
Missouri,29159,Pettis County,8833,28.9
Missouri,29161,Phelps County,9613,28.9
Missouri,29163,Pike County,3823,27
Missouri,29165,Platte County,13565,19.8
Missouri,29167,Polk County,5847,26.1
Missouri,29169,Pulaski County,8984,24.2
Missouri,29171,Putnam County,1225,33.1
Missouri,29173,Ralls County,2197,28.5
Missouri,29175,Randolph County,5410,28.9
Missouri,29177,Ray County,4967,29.2
Missouri,29179,Reynolds County,1575,31.1
Missouri,29181,Ripley County,3116,29.6
Missouri,29183,St. Charles County,56906,20.9
Missouri,29185,St. Clair County,2178,29.1
Missouri,29186,Ste. Genevieve County,3994,29.5
Missouri,29187,St. Francois County,16049,31.7
Missouri,29189,St. Louis County,172410,23
Missouri,29195,Saline County,5079,29.7
Missouri,29197,Schuyler County,893,28.4
Missouri,29199,Scotland County,978,28.8
Missouri,29201,Scott County,7967,27.6
Missouri,29203,Shannon County,1776,28.5
Missouri,29205,Shelby County,1110,24.3
Missouri,29207,Stoddard County,7022,31.1
Missouri,29209,Stone County,6868,27.2
Missouri,29211,Sullivan County,1554,32.3
Missouri,29213,Taney County,11350,28
Missouri,29215,Texas County,5655,28.9
Missouri,29217,Vernon County,3840,25.3
Missouri,29219,Warren County,6334,26.1
Missouri,29221,Washington County,5961,31.8
Missouri,29223,Wayne County,3622,34.8
Missouri,29225,Webster County,6658,25.9
Missouri,29227,Worth County,449,27.7
Missouri,29229,Wright County,4206,31.4
Missouri,29510,St. Louis city,57568,23.5
Montana,30001,Beaverhead County,1571,21.8
Montana,30003,Big Horn County,2171,25.9
Montana,30005,Blaine County,1174,26.5
Montana,30007,Broadwater County,1111,25.5
Montana,30009,Carbon County,1888,23.2
Montana,30011,Carter County,227,24
Montana,30013,Cascade County,14260,23.1
Montana,30015,Chouteau County,1169,27.3
Montana,30017,Custer County,2502,27.8
Montana,30019,Daniels County,320,23
Montana,30021,Dawson County,1941,27.4
Montana,30023,Deer Lodge County,1728,23.3
Montana,30025,Fallon County,620,27.7
Montana,30027,Fergus County,1912,21.3
Montana,30029,Flathead County,11812,16.8
Montana,30031,Gallatin County,9271,13
Montana,30033,Garfield County,265,27.6
Montana,30035,Glacier County,2636,29
Montana,30037,Golden Valley County,155,23.5
Montana,30039,Granite County,691,26.6
Montana,30041,Hill County,3149,27.2
Montana,30043,Jefferson County,1736,19.8
Montana,30045,Judith Basin County,424,26.5
Montana,30047,Lake County,4895,23.1
Montana,30049,Lewis and Clark County,8809,17.8
Montana,30051,Liberty County,422,23.3
Montana,30053,Lincoln County,3751,24.3
Montana,30055,McCone County,398,30
Montana,30057,Madison County,1497,23.7
Montana,30059,Meagher County,381,25.2
Montana,30061,Mineral County,841,24.6
Montana,30063,Missoula County,13273,15.4
Montana,30065,Musselshell County,1027,28.6
Montana,30067,Park County,2486,20
Montana,30069,Petroleum County,96,25.4
Montana,30071,Phillips County,1008,32.2
Montana,30073,Pondera County,1227,26.9
Montana,30075,Powder River County,402,28.7
Montana,30077,Powell County,1488,26.1
Montana,30079,Prairie County,222,23.4
Montana,30081,Ravalli County,6294,20
Montana,30083,Richland County,2105,25.6
Montana,30085,Roosevelt County,2107,28.7
Montana,30087,Rosebud County,1521,23.8
Montana,30089,Sanders County,2057,22.7
Montana,30091,Sheridan County,849,29.9
Montana,30093,Silver Bow County,5646,21.4
Montana,30095,Stillwater County,1573,22.3
Montana,30097,Sweet Grass County,564,20.5
Montana,30099,Teton County,1083,24
Montana,30101,Toole County,957,23.9
Montana,30103,Treasure County,179,31.4
Montana,30105,Valley County,1474,25.7
Montana,30107,Wheatland County,376,23.8
Montana,30109,Wibaux County,239,27.9
Montana,30111,Yellowstone County,24602,21.5
Nebraska,31001,Adams County,5702,24.8
Nebraska,31003,Antelope County,1240,25.9
Nebraska,31005,Arthur County,90,28.4
Nebraska,31007,Banner County,184,29.7
Nebraska,31009,Blaine County,93,25.4
Nebraska,31011,Boone County,1003,25
Nebraska,31013,Box Butte County,2188,26.6
Nebraska,31015,Boyd County,470,30.1
Nebraska,31017,Brown County,647,29
Nebraska,31019,Buffalo County,7845,22.6
Nebraska,31021,Burt County,1452,29.2
Nebraska,31023,Butler County,1439,23.5
Nebraska,31025,Cass County,4396,23.7
Nebraska,31027,Cedar County,1712,27.1
Nebraska,31029,Chase County,678,23
Nebraska,31031,Cherry County,1288,29.4
Nebraska,31033,Cheyenne County,1735,23.3
Nebraska,31035,Clay County,1136,24.3
Nebraska,31037,Colfax County,1814,25.5
Nebraska,31039,Cuming County,1542,23.4
Nebraska,31041,Custer County,2131,26.3
Nebraska,31043,Dakota County,3840,26.9
Nebraska,31045,Dawes County,1620,24.1
Nebraska,31047,Dawson County,3977,23.7
Nebraska,31049,Deuel County,389,26.2
Nebraska,31051,Dixon County,1151,27.2
Nebraska,31053,Dodge County,6493,24
Nebraska,31055,Douglas County,74335,19.3
Nebraska,31057,Dundy County,391,26.6
Nebraska,31059,Fillmore County,1125,25.7
Nebraska,31061,Franklin County,590,24.4
Nebraska,31063,Frontier County,469,23.3
Nebraska,31065,Furnas County,985,26.9
Nebraska,31067,Gage County,4497,27.3
Nebraska,31069,Garden County,434,28.2
Nebraska,31071,Garfield County,397,25
Nebraska,31073,Gosper County,343,23.6
Nebraska,31075,Grant County,147,30.6
Nebraska,31077,Greeley County,633,34.3
Nebraska,31079,Hall County,11048,25.7
Nebraska,31081,Hamilton County,1286,19.4
Nebraska,31083,Harlan County,713,26.7
Nebraska,31085,Hayes County,210,28.3
Nebraska,31087,Hitchcock County,668,30.2
Nebraska,31089,Holt County,2021,26.2
Nebraska,31091,Hooker County,150,26.3
Nebraska,31093,Howard County,1190,25.4
Nebraska,31095,Jefferson County,1596,28
Nebraska,31097,Johnson County,1037,25.8
Nebraska,31099,Kearney County,1104,22.9
Nebraska,31101,Keith County,1726,27.5
Nebraska,31103,Keya Paha County,187,30.2
Nebraska,31105,Kimball County,819,29.2
Nebraska,31107,Knox County,1750,27.7
Nebraska,31109,Lancaster County,37409,17.2
Nebraska,31111,Lincoln County,6292,23.8
Nebraska,31113,Logan County,160,28.4
Nebraska,31115,Loup County,149,33
Nebraska,31117,McPherson County,114,30.6
