State,FIPSCodes,County,number,percent
Nebraska,31119,Madison County,5849,22.9
Nebraska,31121,Merrick County,1553,27
Nebraska,31123,Morrill County,909,25.5
Nebraska,31125,Nance County,622,22.8
Nebraska,31127,Nemaha County,1258,23.7
Nebraska,31129,Nuckolls County,992,29.2
Nebraska,31131,Otoe County,3105,26.6
Nebraska,31133,Pawnee County,584,28.2
Nebraska,31135,Perkins County,566,26.2
Nebraska,31137,Phelps County,1403,20.9
Nebraska,31139,Pierce County,1372,26.4
Nebraska,31141,Platte County,5419,23.3
Nebraska,31143,Polk County,970,24.9
Nebraska,31145,Red Willow County,1964,24
Nebraska,31147,Richardson County,1848,29.4
Nebraska,31149,Rock County,328,30
Nebraska,31151,Saline County,3149,31
Nebraska,31153,Sarpy County,22029,18.7
Nebraska,31155,Saunders County,3602,23.7
Nebraska,31157,Scotts Bluff County,6401,23.8
Nebraska,31159,Seward County,2699,22.1
Nebraska,31161,Sheridan County,1163,29.4
Nebraska,31163,Sherman County,642,27
Nebraska,31165,Sioux County,274,27.6
Nebraska,31167,Stanton County,994,22.9
Nebraska,31169,Thayer County,1072,26.8
Nebraska,31171,Thomas County,140,26.8
Nebraska,31173,Thurston County,1263,29.7
Nebraska,31175,Valley County,698,22.1
Nebraska,31177,Washington County,2862,19.4
Nebraska,31179,Wayne County,1457,21.4
Nebraska,31181,Webster County,896,32.1
Nebraska,31183,Wheeler County,170,29.1
Nebraska,31185,York County,2345,22.7
Nevada,32001,Churchill County,4149,23.4
Nevada,32003,Clark County,322301,21.6
Nevada,32005,Douglas County,6370,17
Nevada,32007,Elko County,7773,21.4
Nevada,32009,Esmeralda County,152,22.3
Nevada,32011,Eureka County,328,21.2
Nevada,32013,Humboldt County,2559,20.9
Nevada,32015,Lander County,906,21.2
Nevada,32017,Lincoln County,958,24.8
Nevada,32019,Lyon County,10374,26.9
Nevada,32021,Mineral County,891,24.7
Nevada,32023,Nye County,9990,29.7
Nevada,32027,Pershing County,1218,22.5
Nevada,32029,Storey County,752,22.9
Nevada,32031,Washoe County,52088,16
Nevada,32033,White Pine County,1854,24.2
Nevada,32510,Carson City,7166,17.2
New Hampshire,33001,Belknap County,10666,22.6
New Hampshire,33003,Carroll County,7153,18.6
New Hampshire,33005,Cheshire County,11741,20
New Hampshire,33007,Coos County,6782,26.4
New Hampshire,33009,Grafton County,13599,19.5
New Hampshire,33011,Hillsborough County,59857,19.7
New Hampshire,33013,Merrimack County,20555,18.2
New Hampshire,33015,Rockingham County,43891,19.2
New Hampshire,33017,Strafford County,20021,21.3
New Hampshire,33019,Sullivan County,7515,22.4
New Jersey,34001,Atlantic County,54289,26.2
New Jersey,34003,Bergen County,149969,21.3
New Jersey,34005,Burlington County,76708,22.5
New Jersey,34007,Camden County,97811,25.8
New Jersey,34009,Cape May County,16674,21.8
New Jersey,34011,Cumberland County,32947,28.3
New Jersey,34013,Essex County,148501,25.6
New Jersey,34015,Gloucester County,54179,25.1
New Jersey,34017,Hudson County,128752,25
New Jersey,34019,Hunterdon County,16034,16.7
New Jersey,34021,Mercer County,59287,21.5
New Jersey,34023,Middlesex County,148792,23.9
New Jersey,34025,Monmouth County,86959,18.5
New Jersey,34027,Morris County,68944,18.5
New Jersey,34029,Ocean County,112977,26
New Jersey,34031,Passaic County,85375,23.2
New Jersey,34033,Salem County,13258,27.1
New Jersey,34035,Somerset County,42926,17.5
New Jersey,34037,Sussex County,24096,21.9
New Jersey,34039,Union County,91853,22.7
New Jersey,34041,Warren County,17830,22
New Mexico,35001,Bernalillo County,76824,15.3
New Mexico,35003,Catron County,557,18.7
New Mexico,35005,Chaves County,11963,26.1
New Mexico,35006,Cibola County,4899,24.4
New Mexico,35007,Colfax County,2106,20.6
New Mexico,35009,Curry County,9137,25.8
New Mexico,35011,De Baca County,336,23.4
New Mexico,35013,Doña Ana County,28792,19.2
New Mexico,35015,Eddy County,8880,22.4
New Mexico,35017,Grant County,4207,18.8
New Mexico,35019,Guadalupe County,716,20.3
New Mexico,35021,Harding County,138,24
New Mexico,35023,Hidalgo County,752,22.2
New Mexico,35025,Lea County,13327,29
New Mexico,35027,Lincoln County,3439,21.6
New Mexico,35028,Los Alamos County,1715,13
New Mexico,35029,Luna County,4407,24.9
New Mexico,35031,McKinley County,11815,24.3
New Mexico,35033,Mora County,872,23.9
New Mexico,35035,Otero County,9915,20.6
New Mexico,35037,Quay County,1747,26.2
New Mexico,35039,Rio Arriba County,5840,19.9
New Mexico,35041,Roosevelt County,3427,24.7
New Mexico,35043,Sandoval County,16461,16.7
New Mexico,35045,San Juan County,20302,23
New Mexico,35047,San Miguel County,3956,18.1
New Mexico,35049,Santa Fe County,12116,10.5
New Mexico,35051,Sierra County,2269,23.7
New Mexico,35053,Socorro County,3069,24.1
New Mexico,35055,Taos County,4336,16.7
New Mexico,35057,Torrance County,2961,25.2
New Mexico,35059,Union County,781,22.5
New Mexico,35061,Valencia County,12238,22.2
New York,36001,Albany County,48001,20.4
New York,36003,Allegany County,7088,20.2
New York,36005,Bronx County,316272,31.1
New York,36007,Broome County,39191,26
New York,36009,Cattaraugus County,15448,26.3
New York,36011,Cayuga County,13795,22.6
New York,36013,Chautauqua County,26104,26
New York,36015,Chemung County,16198,24.2
New York,36017,Chenango County,10023,26.5
New York,36019,Clinton County,15726,24.8
New York,36021,Columbia County,10912,22.2
New York,36023,Cortland County,7433,20.5
New York,36025,Delaware County,8105,22.3
New York,36027,Dutchess County,47043,20.9
New York,36029,Erie County,161224,22.9
New York,36031,Essex County,8669,27.8
New York,36033,Franklin County,10449,26.4
New York,36035,Fulton County,10510,25.1
New York,36037,Genesee County,10277,22.7
New York,36039,Greene County,9783,25.5
New York,36041,Hamilton County,860,21.8
New York,36043,Herkimer County,11329,23.2
New York,36045,Jefferson County,23589,27.2
New York,36047,Kings County,501799,25.9
New York,36049,Lewis County,4300,21.4
New York,36051,Livingston County,11232,22.9
New York,36053,Madison County,13555,25.1
New York,36055,Monroe County,113688,20.2
New York,36057,Montgomery County,8411,22.5
New York,36059,Nassau County,245268,24.1
New York,36061,New York County,237176,17.5
New York,36063,Niagara County,34470,20.9
New York,36065,Oneida County,44514,25.2
New York,36067,Onondaga County,78447,22.5
New York,36069,Ontario County,14143,17
New York,36071,Orange County,66385,25.1
New York,36073,Orleans County,7433,22.8
New York,36075,Oswego County,23279,25.8
New York,36077,Otsego County,9268,19.5
New York,36079,Putnam County,14936,19.8
New York,36081,Queens County,499159,28
New York,36083,Rensselaer County,28841,23.7
New York,36085,Richmond County,103067,29
New York,36087,Rockland County,57243,25.6
New York,36089,St. Lawrence County,19519,23.5
New York,36091,Saratoga County,42144,24.7
New York,36093,Schenectady County,23753,20.4
New York,36095,Schoharie County,6281,25.7
New York,36097,Schuyler County,3276,22.8
New York,36099,Seneca County,6385,23.5
New York,36101,Steuben County,16377,22
New York,36103,Suffolk County,250907,22.3
New York,36105,Sullivan County,13018,22.4
New York,36107,Tioga County,8838,23.3
New York,36109,Tompkins County,17782,22.6
New York,36111,Ulster County,28889,20.4
New York,36113,Warren County,10463,20.4
New York,36115,Washington County,11057,22.7
New York,36117,Wayne County,18400,26.4
New York,36119,Westchester County,137588,19.2
New York,36121,Wyoming County,7478,23
New York,36123,Yates County,4934,26.8
North Carolina,37001,Alamance County,28439,24.9
North Carolina,37003,Alexander County,7382,26.1
North Carolina,37005,Alleghany County,2601,29.9
North Carolina,37007,Anson County,5853,29.3
North Carolina,37009,Ashe County,5125,23.8
North Carolina,37011,Avery County,3414,23.8
North Carolina,37013,Beaufort County,9807,26.9
North Carolina,37015,Bertie County,4906,30.5
North Carolina,37017,Bladen County,8426,31.9
North Carolina,37019,Brunswick County,18976,20.4
North Carolina,37021,Buncombe County,38900,20.1
North Carolina,37023,Burke County,17312,25.2
North Carolina,37025,Cabarrus County,30067,22.5
North Carolina,37027,Caldwell County,16650,26.6
North Carolina,37029,Camden County,1812,24.2
North Carolina,37031,Carteret County,12749,23.4
North Carolina,37033,Caswell County,5901,32.2
North Carolina,37035,Catawba County,32498,28.2
North Carolina,37037,Chatham County,12084,23.3
North Carolina,37039,Cherokee County,6608,30.6
North Carolina,37041,Chowan County,3337,29.6
North Carolina,37043,Clay County,2122,25
North Carolina,37045,Cleveland County,21597,29.8
North Carolina,37047,Columbus County,11776,27.3
North Carolina,37049,Craven County,20273,25.9
North Carolina,37051,Cumberland County,57776,24.9
North Carolina,37053,Currituck County,4261,23.2
North Carolina,37055,Dare County,6852,25
North Carolina,37057,Davidson County,34811,28.3
North Carolina,37059,Davie County,8581,27.3
North Carolina,37061,Duplin County,12475,28.8
North Carolina,37063,Durham County,44619,20.8
North Carolina,37065,Edgecombe County,13209,32.1
North Carolina,37067,Forsyth County,63089,23.9
North Carolina,37069,Franklin County,13113,28.5
North Carolina,37071,Gaston County,45882,29.5
North Carolina,37073,Gates County,2766,31.3
North Carolina,37075,Graham County,1697,25.3
North Carolina,37077,Granville County,11131,25.2
North Carolina,37079,Greene County,4613,28.6
North Carolina,37081,Guilford County,83852,22.4
North Carolina,37083,Halifax County,12775,31.6
North Carolina,37085,Harnett County,24799,28.5
North Carolina,37087,Haywood County,12280,26.1
North Carolina,37089,Henderson County,20546,24
North Carolina,37091,Hertford County,5933,31.9
North Carolina,37093,Hoke County,8744,24.8
North Carolina,37095,Hyde County,1202,26.1
North Carolina,37097,Iredell County,27633,22.9
North Carolina,37099,Jackson County,7731,24.8
North Carolina,37101,Johnston County,32907,26.1
North Carolina,37103,Jones County,2071,25.9
North Carolina,37105,Lee County,10910,25.4
North Carolina,37107,Lenoir County,13399,30.6
North Carolina,37109,Lincoln County,15301,25.5
North Carolina,37111,McDowell County,9348,27
North Carolina,37113,Macon County,7378,27.6
North Carolina,37115,Madison County,3903,24
North Carolina,37117,Martin County,5920,32.4
North Carolina,37119,Mecklenburg County,136740,19
North Carolina,37121,Mitchell County,2885,23.6
North Carolina,37123,Montgomery County,6041,29.6
North Carolina,37125,Moore County,16277,23.2
North Carolina,37127,Nash County,20736,29.5
North Carolina,37129,New Hanover County,32768,19.9
North Carolina,37131,Northampton County,5004,30.7
North Carolina,37133,Onslow County,28065,21.4
North Carolina,37135,Orange County,17061,16.7
North Carolina,37137,Pamlico County,2814,26.8
North Carolina,37139,Pasquotank County,8039,27
North Carolina,37141,Pender County,10573,25.5
North Carolina,37143,Perquimans County,2581,24.4
North Carolina,37145,Person County,8011,27
North Carolina,37147,Pitt County,32826,25.7
North Carolina,37149,Polk County,4288,26.2
North Carolina,37151,Randolph County,35339,33.5
North Carolina,37153,Richmond County,10977,32.2
North Carolina,37155,Robeson County,32218,33.8
North Carolina,37157,Rockingham County,21363,30.3
North Carolina,37159,Rowan County,30211,29.3
North Carolina,37161,Rutherford County,15461,30.3
North Carolina,37163,Sampson County,15629,33.5
North Carolina,37165,Scotland County,6585,25
North Carolina,37167,Stanly County,14034,30.6
North Carolina,37169,Stokes County,11365,31.6
North Carolina,37171,Surry County,17249,31.3
North Carolina,37173,Swain County,2786,26.5
North Carolina,37175,Transylvania County,6096,23
North Carolina,37177,Tyrrell County,862,26.3
North Carolina,37179,Union County,26980,18.6
North Carolina,37181,Vance County,10440,31.9
North Carolina,37183,Wake County,116088,16.6
North Carolina,37185,Warren County,5004,31.2
North Carolina,37187,Washington County,2997,30.9
North Carolina,37189,Watauga County,7548,18.6
North Carolina,37191,Wayne County,24607,27
North Carolina,37193,Wilkes County,15197,28.8
North Carolina,37195,Wilson County,17816,29.6
North Carolina,37197,Yadkin County,6930,24.1
North Carolina,37199,Yancey County,3463,25.1
North Dakota,38001,Adams County,528,28.1
North Dakota,38003,Barnes County,1872,22.1
North Dakota,38005,Benson County,1179,27.1
North Dakota,38007,Billings County,184,25.6
North Dakota,38009,Bottineau County,1414,27.7
North Dakota,38011,Bowman County,641,27.1
North Dakota,38013,Burke County,524,30.5
North Dakota,38015,Burleigh County,13300,20.1
North Dakota,38017,Cass County,22575,18.6
North Dakota,38019,Cavalier County,917,30.4
North Dakota,38021,Dickey County,1020,26.4
North Dakota,38023,Divide County,607,33.5
North Dakota,38025,Dunn County,935,29.8
North Dakota,38027,Eddy County,478,26.2
North Dakota,38029,Emmons County,802,30
North Dakota,38031,Foster County,789,30.7
North Dakota,38033,Golden Valley County,375,28
North Dakota,38035,Grand Forks County,10960,21.3
North Dakota,38037,Grant County,580,30.8
North Dakota,38039,Griggs County,458,24.9
North Dakota,38041,Hettinger County,543,26.9
North Dakota,38043,Kidder County,550,29.4
North Dakota,38045,LaMoure County,842,26.6
North Dakota,38047,Logan County,412,27.8
North Dakota,38049,McHenry County,1069,24.1
North Dakota,38051,McIntosh County,599,27.6
North Dakota,38053,McKenzie County,1762,27.2
North Dakota,38055,McLean County,1735,23.9
North Dakota,38057,Mercer County,1498,22.9
North Dakota,38059,Morton County,5144,23.8
North Dakota,38061,Mountrail County,2027,29.7
North Dakota,38063,Nelson County,690,28.1
North Dakota,38065,Oliver County,297,21.2
North Dakota,38067,Pembina County,1455,26.3
North Dakota,38069,Pierce County,850,25.6
North Dakota,38071,Ramsey County,2058,23.8
North Dakota,38073,Ransom County,1175,28.6
North Dakota,38075,Renville County,448,22.8
North Dakota,38077,Richland County,2766,23
North Dakota,38079,Rolette County,2742,29.6
North Dakota,38081,Sargent County,882,29.6
North Dakota,38083,Sheridan County,341,31.6
North Dakota,38085,Sioux County,661,24.9
North Dakota,38087,Slope County,149,26
North Dakota,38089,Stark County,5021,23.8
North Dakota,38091,Steele County,395,26.2
North Dakota,38093,Stutsman County,3924,24.3
North Dakota,38095,Towner County,452,25.3
North Dakota,38097,Traill County,1312,21.5
North Dakota,38099,Walsh County,2392,28.7
North Dakota,38101,Ward County,12048,24.1
North Dakota,38103,Wells County,1061,32
North Dakota,38105,Williams County,5509,25.6
Ohio,39001,Adams County,5742,27.8
Ohio,39003,Allen County,23947,30.9
Ohio,39005,Ashland County,11935,30.7
Ohio,39007,Ashtabula County,19136,25.6
Ohio,39009,Athens County,11648,24.2
Ohio,39011,Auglaize County,9477,28.2
Ohio,39013,Belmont County,16954,30.9
Ohio,39015,Brown County,9190,28
Ohio,39017,Butler County,67285,25.1
Ohio,39019,Carroll County,5129,23.9
Ohio,39021,Champaign County,7206,24.8
Ohio,39023,Clark County,26598,26.1
Ohio,39025,Clermont County,37050,25.2
Ohio,39027,Clinton County,9945,32.5
Ohio,39029,Columbiana County,21590,26.5
Ohio,39031,Coshocton County,7247,26.5
Ohio,39033,Crawford County,8412,26
Ohio,39035,Cuyahoga County,231846,24.2
Ohio,39037,Darke County,11186,29.1
Ohio,39039,Defiance County,8119,28.7
Ohio,39041,Delaware County,23078,17.9
Ohio,39043,Erie County,16186,27.8
Ohio,39045,Fairfield County,27075,25
Ohio,39047,Fayette County,6266,29.4
Ohio,39049,Franklin County,197997,22.2
Ohio,39051,Fulton County,8315,26.9
Ohio,39053,Gallia County,7318,32.2
Ohio,39055,Geauga County,17038,24.9
Ohio,39057,Greene County,29401,24
Ohio,39059,Guernsey County,9036,30.5
Ohio,39061,Hamilton County,131785,22.2
Ohio,39063,Hancock County,12588,22.4
Ohio,39065,Hardin County,6612,28.9
Ohio,39067,Harrison County,3388,28.1
Ohio,39069,Henry County,5155,24.9
Ohio,39071,Highland County,8369,26.4
Ohio,39073,Hocking County,5856,27.5
Ohio,39075,Holmes County,7499,27
Ohio,39077,Huron County,13392,31.4
Ohio,39079,Jackson County,8531,35.2
Ohio,39081,Jefferson County,15051,28.5
Ohio,39083,Knox County,10344,23.3
Ohio,39085,Lake County,41622,23.7
Ohio,39087,Lawrence County,16588,35.6
Ohio,39089,Licking County,32240,26.1
Ohio,39091,Logan County,7901,23.6
Ohio,39093,Lorain County,49465,22
Ohio,39095,Lucas County,87343,27
Ohio,39097,Madison County,9221,28
Ohio,39099,Mahoning County,49677,27.6
Ohio,39101,Marion County,16606,32.8
Ohio,39103,Medina County,31252,24.2
Ohio,39105,Meigs County,6419,36
Ohio,39107,Mercer County,7874,26.8
Ohio,39109,Miami County,20709,26.9
Ohio,39111,Monroe County,3981,35.4
Ohio,39113,Montgomery County,99138,24.8
Ohio,39115,Morgan County,3253,28.8
Ohio,39117,Morrow County,8974,35
Ohio,39119,Muskingum County,20930,32.9
Ohio,39121,Noble County,3757,32.4
Ohio,39123,Ottawa County,9339,29.1
Ohio,39125,Paulding County,3613,25.6
Ohio,39127,Perry County,7723,29.4
Ohio,39129,Pickaway County,11662,27.6
Ohio,39131,Pike County,5769,27.6
Ohio,39133,Portage County,29560,24.2
Ohio,39135,Preble County,8575,27.6
Ohio,39137,Putnam County,6671,27.2
Ohio,39139,Richland County,26801,28.9
Ohio,39141,Ross County,16550,28.2
Ohio,39143,Sandusky County,12987,29.1
Ohio,39145,Scioto County,18723,31.9
Ohio,39147,Seneca County,9708,23.6
Ohio,39149,Shelby County,8720,24.9
Ohio,39151,Stark County,71265,25.2
Ohio,39153,Summit County,97596,23.8
Ohio,39155,Trumbull County,43460,27.5
Ohio,39157,Tuscarawas County,21624,31.2
Ohio,39159,Union County,10570,27.7
Ohio,39161,Van Wert County,6292,29.8
Ohio,39163,Vinton County,2966,29.9
Ohio,39165,Warren County,38024,24.2
Ohio,39167,Washington County,15483,32.8
Ohio,39169,Wayne County,20425,24.6
Ohio,39171,Williams County,8772,31.4
Ohio,39173,Wood County,21055,22.1
Ohio,39175,Wyandot County,4589,27.5
Oklahoma,40001,Adair County,5641,35.9
Oklahoma,40003,Alfalfa County,1733,37.8
Oklahoma,40005,Atoka County,3381,32.7
Oklahoma,40007,Beaver County,1203,30.1
Oklahoma,40009,Beckham County,4809,28.1
Oklahoma,40011,Blaine County,2534,36
Oklahoma,40013,Bryan County,10909,33.5
Oklahoma,40015,Caddo County,7032,32.9
Oklahoma,40017,Canadian County,25289,28.2
Oklahoma,40019,Carter County,9944,28.3
Oklahoma,40021,Cherokee County,9696,27.8
Oklahoma,40023,Choctaw County,3729,33.5
Oklahoma,40025,Cimarron County,530,30.6
Oklahoma,40027,Cleveland County,52243,26.2
Oklahoma,40029,Coal County,1601,37.7
Oklahoma,40031,Comanche County,26768,29.7
Oklahoma,40033,Cotton County,1534,33.6
Oklahoma,40035,Craig County,3636,32.7
Oklahoma,40037,Creek County,18147,34.9
Oklahoma,40039,Custer County,5887,28
Oklahoma,40041,Delaware County,10495,33.2
Oklahoma,40043,Dewey County,1136,32.5
Oklahoma,40045,Ellis County,1024,33.4
Oklahoma,40047,Garfield County,13979,31
Oklahoma,40049,Garvin County,6225,31.1
Oklahoma,40051,Grady County,11427,29.2
Oklahoma,40053,Grant County,1237,36.7
Oklahoma,40055,Greer County,1451,30.1
Oklahoma,40057,Harmon County,665,31.8
Oklahoma,40059,Harper County,947,34.2
Oklahoma,40061,Haskell County,3796,39.9
Oklahoma,40063,Hughes County,3661,34.9
Oklahoma,40065,Jackson County,5609,29.9
Oklahoma,40067,Jefferson County,1548,32.7
Oklahoma,40069,Johnston County,2641,32.7
Oklahoma,40071,Kay County,9612,29.2
Oklahoma,40073,Kingfisher County,3127,28.8
Oklahoma,40075,Kiowa County,2198,31.8
Oklahoma,40077,Latimer County,2565,32.2
Oklahoma,40079,Le Flore County,12240,33.4
Oklahoma,40081,Lincoln County,8750,34.9
Oklahoma,40083,Logan County,9064,28.4
Oklahoma,40085,Love County,2204,31.3
Oklahoma,40087,McClain County,6900,26.5
Oklahoma,40089,McCurtain County,8696,36.5
Oklahoma,40091,McIntosh County,5669,35.6
Oklahoma,40093,Major County,1874,33.3
Oklahoma,40095,Marshall County,4584,38.7
Oklahoma,40097,Mayes County,9534,31.9
Oklahoma,40099,Murray County,3589,35.3
Oklahoma,40101,Muskogee County,16848,33
Oklahoma,40103,Noble County,2619,31.1
Oklahoma,40105,Nowata County,2427,31.1
Oklahoma,40107,Okfuskee County,2654,29.1
Oklahoma,40109,Oklahoma County,143250,26.3
Oklahoma,40111,Okmulgee County,9012,31.3
Oklahoma,40113,Osage County,10486,29.3
Oklahoma,40115,Ottawa County,8307,35.8
Oklahoma,40117,Pawnee County,3899,32.1
Oklahoma,40119,Payne County,14020,23.8
Oklahoma,40121,Pittsburg County,11817,34.9
Oklahoma,40123,Pontotoc County,9717,35
Oklahoma,40125,Pottawatomie County,14999,29
Oklahoma,40127,Pushmataha County,3025,35.4
Oklahoma,40129,Roger Mills County,919,33.7
Oklahoma,40131,Rogers County,17025,26.3
Oklahoma,40133,Seminole County,6858,37.5
Oklahoma,40135,Sequoyah County,9722,32.1
Oklahoma,40137,Stephens County,11759,35.4
Oklahoma,40139,Texas County,4198,27.5
Oklahoma,40141,Tillman County,2027,36
Oklahoma,40143,Tulsa County,119294,26.6
Oklahoma,40145,Wagoner County,15714,28.8
Oklahoma,40147,Washington County,11548,30.2
Oklahoma,40149,Washita County,2507,29.7
Oklahoma,40151,Woods County,2322,33.9
Oklahoma,40153,Woodward County,4774,31
Oregon,41001,Baker County,2761,21.9
Oregon,41003,Benton County,7942,12
Oregon,41005,Clackamas County,43940,15
Oregon,41007,Clatsop County,4813,16.6
Oregon,41009,Columbia County,6682,18.1
Oregon,41011,Coos County,9560,19.2
Oregon,41013,Crook County,3095,19
Oregon,41015,Curry County,3122,16.9
Oregon,41017,Deschutes County,17626,13.9
Oregon,41019,Douglas County,16384,19.6
Oregon,41021,Gilliam County,260,17
Oregon,41023,Grant County,1232,21.2
Oregon,41025,Harney County,1068,19.4
Oregon,41027,Hood River County,2509,15.2
Oregon,41029,Jackson County,31302,19.7
Oregon,41031,Jefferson County,2928,18.3
Oregon,41033,Josephine County,13039,20
Oregon,41035,Klamath County,9648,19.3
Oregon,41037,Lake County,1119,17.9
Oregon,41039,Lane County,40202,14.6
Oregon,41041,Lincoln County,6696,17.9
Oregon,41043,Linn County,16851,19.1
Oregon,41045,Malheur County,4643,21
Oregon,41047,Marion County,36002,15.6
Oregon,41049,Morrow County,1420,18.1
Oregon,41051,Multnomah County,75509,12.6
Oregon,41053,Polk County,8878,15.9
Oregon,41055,Sherman County,242,17.8
Oregon,41057,Tillamook County,3652,18.3
Oregon,41059,Umatilla County,10651,19.4
Oregon,41061,Union County,2998,15.8
Oregon,41063,Wallowa County,975,17.9
Oregon,41065,Wasco County,3315,17.2
Oregon,41067,Washington County,50311,12.4
Oregon,41069,Wheeler County,224,19.9
Oregon,41071,Yamhill County,12757,17.4
Pennsylvania,42001,Adams County,17626,22.9
Pennsylvania,42003,Allegheny County,210341,21.8
Pennsylvania,42005,Armstrong County,16054,30.1
Pennsylvania,42007,Beaver County,34669,26.2
Pennsylvania,42009,Bedford County,10643,28.1
Pennsylvania,42011,Berks County,71352,23.4
Pennsylvania,42013,Blair County,26424,27.2
Pennsylvania,42015,Bradford County,12014,25.5
Pennsylvania,42017,Bucks County,93997,19.8
Pennsylvania,42019,Butler County,30479,21.7
Pennsylvania,42021,Cambria County,26292,24.4
Pennsylvania,42023,Cameron County,978,25
Pennsylvania,42025,Carbon County,11799,23.4
Pennsylvania,42027,Centre County,20083,16.4
Pennsylvania,42029,Chester County,63690,17.1
Pennsylvania,42031,Clarion County,7877,26.2
Pennsylvania,42033,Clearfield County,18532,28.7
Pennsylvania,42035,Clinton County,7975,26.8
Pennsylvania,42037,Columbia County,12537,24.5
Pennsylvania,42039,Crawford County,18522,28.2
Pennsylvania,42041,Cumberland County,32050,17.4
Pennsylvania,42043,Dauphin County,47207,23.2
Pennsylvania,42045,Delaware County,91385,21.9
Pennsylvania,42047,Elk County,6177,25.2
Pennsylvania,42049,Erie County,49378,23.7
Pennsylvania,42051,Fayette County,32415,30.7
Pennsylvania,42053,Forest County,1361,20
Pennsylvania,42055,Franklin County,31074,27.4
Pennsylvania,42057,Fulton County,2763,24.7
Pennsylvania,42059,Greene County,8193,27.8
Pennsylvania,42061,Huntingdon County,8442,23.6
Pennsylvania,42063,Indiana County,18833,28
Pennsylvania,42065,Jefferson County,10012,29.1
Pennsylvania,42067,Juniata County,4976,26.7
Pennsylvania,42069,Lackawanna County,39141,23.8
Pennsylvania,42071,Lancaster County,78409,20.3
Pennsylvania,42073,Lawrence County,15628,22.8
Pennsylvania,42075,Lebanon County,23094,22.8
Pennsylvania,42077,Lehigh County,59168,22.3
Pennsylvania,42079,Luzerne County,70090,28.2
Pennsylvania,42081,Lycoming County,22465,25.1
Pennsylvania,42083,McKean County,7638,23.3
Pennsylvania,42085,Mercer County,22188,25.2
Pennsylvania,42087,Mifflin County,9417,26.8
Pennsylvania,42089,Monroe County,32261,25.8
Pennsylvania,42091,Montgomery County,107145,17.5
Pennsylvania,42093,Montour County,3227,22.6
Pennsylvania,42095,Northampton County,56136,24.7
Pennsylvania,42097,Northumberland County,20634,28.1
Pennsylvania,42099,Perry County,9719,28.2
Pennsylvania,42101,Philadelphia County,299058,25.7
Pennsylvania,42103,Pike County,9580,22
Pennsylvania,42105,Potter County,4070,30.5
Pennsylvania,42107,Schuylkill County,32131,27.9
Pennsylvania,42109,Snyder County,6480,21.9
Pennsylvania,42111,Somerset County,17201,28.2
Pennsylvania,42113,Sullivan County,1348,25.4
Pennsylvania,42115,Susquehanna County,7267,22
Pennsylvania,42117,Tioga County,8268,25.5
Pennsylvania,42119,Union County,8029,23.3
Pennsylvania,42121,Venango County,9589,23
Pennsylvania,42123,Warren County,7153,22.4
Pennsylvania,42125,Washington County,42599,26.4
Pennsylvania,42127,Wayne County,10261,24.8
Pennsylvania,42129,Westmoreland County,72152,25.4
Pennsylvania,42131,Wyoming County,5293,24.5
Pennsylvania,42133,York County,71318,21.7
Rhode Island,44001,Bristol County,7482,19.9
Rhode Island,44003,Kent County,28368,21.9
Rhode Island,44005,Newport County,10750,16.7
Rhode Island,44007,Providence County,120619,25.4
Rhode Island,44009,Washington County,16450,17
South Carolina,45001,Abbeville County,5831,31
South Carolina,45003,Aiken County,30131,24.3
South Carolina,45005,Allendale County,2434,31.8
South Carolina,45007,Anderson County,39591,28
South Carolina,45009,Bamberg County,3530,30.8
South Carolina,45011,Barnwell County,4836,30.2
South Carolina,45013,Beaufort County,20188,15.2
South Carolina,45015,Berkeley County,33290,23.6
South Carolina,45017,Calhoun County,3567,30.6
South Carolina,45019,Charleston County,57023,19.9
South Carolina,45021,Cherokee County,12506,30.6
South Carolina,45023,Chester County,7420,30.4
South Carolina,45025,Chesterfield County,10454,30.4
South Carolina,45027,Clarendon County,7490,28.6
South Carolina,45029,Colleton County,8503,30.1
South Carolina,45031,Darlington County,16400,32.5
South Carolina,45033,Dillon County,7972,35.6
South Carolina,45035,Dorchester County,23512,22.6
South Carolina,45037,Edgefield County,5665,27.6
South Carolina,45039,Fairfield County,4750,26.7
South Carolina,45041,Florence County,29283,28.8
South Carolina,45043,Georgetown County,13254,28.2
South Carolina,45045,Greenville County,76988,22
South Carolina,45047,Greenwood County,12606,24.5
South Carolina,45049,Hampton County,4763,31.1
South Carolina,45051,Horry County,54604,24.1
South Carolina,45053,Jasper County,5986,29.8
South Carolina,45055,Kershaw County,13750,29.7
South Carolina,45057,Lancaster County,15785,25.8
South Carolina,45059,Laurens County,16179,32.7
South Carolina,45061,Lee County,4287,30.3
South Carolina,45063,Lexington County,47109,23.3
South Carolina,45065,McCormick County,2574,30.4
South Carolina,45067,Marion County,8011,33.7
South Carolina,45069,Marlboro County,7730,35.7
South Carolina,45071,Newberry County,7919,28.1
South Carolina,45073,Oconee County,13643,23.5
South Carolina,45075,Orangeburg County,18113,27
South Carolina,45077,Pickens County,20524,23
South Carolina,45079,Richland County,61398,21
South Carolina,45081,Saluda County,4042,26.6
South Carolina,45083,Spartanburg County,54633,25.6
South Carolina,45085,Sumter County,21792,27.8
South Carolina,45087,Union County,6743,31.7
South Carolina,45089,Williamsburg County,7989,31.9
