STNAM,FIPST,LEAID,leanm11,ALL_RLA00numvalid_1112,ALL_RLA00pctprof_1112
ALABAMA,1,100002,Alabama Youth Services,47,55
ALABAMA,1,100005,Albertville City,2128,86
ALABAMA,1,100006,Marshall County,3060,87
ALABAMA,1,100007,Hoover City,7194,92
ALABAMA,1,100008,Madison City,4812,95
ALABAMA,1,100009,Al Inst Deaf And Blind,142,42
ALABAMA,1,100011,Leeds City,862,83
ALABAMA,1,100012,Boaz City,1125,90
ALABAMA,1,100013,Trussville City,2262,95
ALABAMA,1,100210,Auburn City,3790,93
ALABAMA,1,100240,Autauga County,5402,91
ALABAMA,1,100270,Baldwin County,14968,90
ALABAMA,1,100300,Barbour County,541,70
ALABAMA,1,100330,Bessemer City,2307,75
ALABAMA,1,100360,Bibb County,1896,84
ALABAMA,1,100390,Birmingham City,13027,75
ALABAMA,1,100420,Blount County,4564,87
ALABAMA,1,100450,Brewton City,640,91
ALABAMA,1,100480,Bullock County,784,75
ALABAMA,1,100510,Butler County,1723,84
ALABAMA,1,100540,Calhoun County,5078,90
ALABAMA,1,100600,Chambers County,2055,80
ALABAMA,1,100630,Cherokee County,2208,84
ALABAMA,1,100660,Chilton County,4185,84
ALABAMA,1,100690,Choctaw County,962,79
ALABAMA,1,100720,Clarke County,1739,80
ALABAMA,1,100750,Clay County,1121,80
ALABAMA,1,100780,Cleburne County,1375,87
ALABAMA,1,100810,Coffee County,1081,88
ALABAMA,1,100840,Colbert County,1461,87
ALABAMA,1,100870,Conecuh County,846,88
ALABAMA,1,100900,Coosa County,652,83
ALABAMA,1,100930,Covington County,1633,90
ALABAMA,1,100960,Crenshaw County,1167,85
ALABAMA,1,100990,Cullman City,1638,96
ALABAMA,1,101020,Cullman County,5179,88
ALABAMA,1,101050,Dale County,1642,90
ALABAMA,1,101080,Daleville City,626,83
ALABAMA,1,101110,Dallas County,2023,74
ALABAMA,1,101140,Dekalb County,4724,83
ALABAMA,1,101170,Decatur City,4350,85
ALABAMA,1,101200,Demopolis City,1265,89
ALABAMA,1,101230,Dothan City,4950,89
ALABAMA,1,101260,Elba City,424,78
ALABAMA,1,101290,Elmore County,5682,90
ALABAMA,1,101320,Enterprise City,3495,92
ALABAMA,1,101350,Escambia County,2441,87
ALABAMA,1,101380,Etowah County,4972,89
ALABAMA,1,101410,Eufaula City,1386,82
ALABAMA,1,101440,Fairfield City,936,74
ALABAMA,1,101470,Fayette County,1317,86
ALABAMA,1,101530,Florence City,2302,90
ALABAMA,1,101560,Fort Payne City,1573,85
ALABAMA,1,101590,Franklin County,1656,88
ALABAMA,1,101620,Gadsden City,2803,83
ALABAMA,1,101640,Geneva City,650,88
ALABAMA,1,101660,Geneva County,1522,80
ALABAMA,1,101680,Greene County,700,77
ALABAMA,1,101690,Guntersville City,1039,91
ALABAMA,1,101710,Hale County,1552,80
ALABAMA,1,101720,Haleyville City,888,89
ALABAMA,1,101730,Hartselle City,1699,93
ALABAMA,1,101740,Henry County,1466,82
ALABAMA,1,101760,Homewood City,1872,93
ALABAMA,1,101770,Houston County,3483,90
ALABAMA,1,101800,Huntsville City,11828,86
ALABAMA,1,101830,Jackson County,3085,87
ALABAMA,1,101860,Jacksonville City,851,89
ALABAMA,1,101890,Jasper City,1389,89
ALABAMA,1,101920,Jefferson County,19486,86
ALABAMA,1,101950,Lamar County,1262,82
ALABAMA,1,101980,Lanett City,435,74
ALABAMA,1,102010,Lauderdale County,4668,89
ALABAMA,1,102040,Lawrence County,2636,86
ALABAMA,1,102070,Lee County,5310,87
ALABAMA,1,102100,Limestone County,4825,83
ALABAMA,1,102130,Linden City,270,66
ALABAMA,1,102160,Lowndes County,960,74
ALABAMA,1,102190,Macon County,1320,76
ALABAMA,1,102220,Madison County,10520,92
ALABAMA,1,102250,Marengo County,717,79
ALABAMA,1,102310,Marion County,1884,89
ALABAMA,1,102350,Midfield City,701,75
ALABAMA,1,102370,Mobile County,31569,87
ALABAMA,1,102400,Monroe County,2059,80
ALABAMA,1,102430,Montgomery County,16407,76
ALABAMA,1,102480,Morgan County,4209,88
ALABAMA,1,102490,Mountain Brook City,2488,98
ALABAMA,1,102520,Muscle Shoals City,1520,94
ALABAMA,1,102550,Oneonta City,776,93
ALABAMA,1,102580,Opelika City,2192,83
ALABAMA,1,102610,Opp City,711,84
ALABAMA,1,102635,Oxford City,2194,89
ALABAMA,1,102640,Ozark City,1261,85
ALABAMA,1,102650,Pell City,2200,89
ALABAMA,1,102670,Perry County,995,77
ALABAMA,1,102700,Phenix City,3477,83
ALABAMA,1,102730,Pickens County,1523,85
ALABAMA,1,102760,Piedmont City,600,90
ALABAMA,1,102790,Pike County,1245,87
ALABAMA,1,102820,Randolph County,1249,82
ALABAMA,1,102850,Roanoke City,811,80
ALABAMA,1,102880,Russell County,1891,81
ALABAMA,1,102910,Russellville City,1350,90
ALABAMA,1,102940,Scottsboro City,1416,87
ALABAMA,1,102970,Selma City,1924,80
ALABAMA,1,103000,Sheffield City,571,75
ALABAMA,1,103030,Shelby County,15344,90
ALABAMA,1,103062,St Clair County,4608,88
ALABAMA,1,103090,Sumter County,1034,66
ALABAMA,1,103120,Sylacauga City,1278,87
ALABAMA,1,103150,Talladega City,1210,77
ALABAMA,1,103180,Talladega County,4133,84
ALABAMA,1,103210,Tallapoosa County,1590,80
ALABAMA,1,103240,Tallassee City,1007,84
ALABAMA,1,103270,Tarrant City,606,74
ALABAMA,1,103300,Thomasville City,802,87
ALABAMA,1,103330,Troy City,1084,87
ALABAMA,1,103360,Tuscaloosa City,5299,81
ALABAMA,1,103390,Tuscaloosa County,9381,86
ALABAMA,1,103420,Tuscumbia City,836,89
ALABAMA,1,103430,Vestavia Hills City,3497,97
ALABAMA,1,103450,Walker County,4318,85
ALABAMA,1,103480,Washington County,1792,84
ALABAMA,1,103510,Wilcox County,987,77
ALABAMA,1,103540,Winfield City,691,96
ALABAMA,1,103580,Winston County,1446,84
ALASKA,2,200001,Lower Kuskokwim,2364,38
ALASKA,2,200003,Lower Yukon,1160,31
ALASKA,2,200004,Yupiit,263,24
ALASKA,2,200005,Kashunamiut,168,37
ALASKA,2,200006,Mount Edgecumbe High Agency,190,87
ALASKA,2,200007,Aleutians East Borough,128,87
ALASKA,2,200010,Aleutian Region,12,50
ALASKA,2,200020,Bering Strait,948,53
ALASKA,2,200030,Bristol Bay Borough,93,82
ALASKA,2,200050,Alaska Gateway,207,67
ALASKA,2,200060,Cordova City,203,86
ALASKA,2,200070,Copper River,315,90
ALASKA,2,200090,Craig City,375,89
ALASKA,2,200100,Delta/Greely,512,85
ALASKA,2,200120,Dillingham City,283,69
ALASKA,2,200130,Galena City,2124,87
ALASKA,2,200150,Ketchikan Gateway Borough,1285,85
ALASKA,2,200180,Anchorage,28565,81
ALASKA,2,200210,Juneau Borough,2908,85
ALASKA,2,200240,Sitka,786,85
ALASKA,2,200270,Haines Borough,179,92
ALASKA,2,200300,Hoonah City,64,72
ALASKA,2,200330,Hydaburg City,28,69.5
ALASKA,2,200360,Kake City,50,74.5
ALASKA,2,200390,Kenai Peninsula Borough,5356,88
ALASKA,2,200450,Klawock City,85,77
ALASKA,2,200480,Kodiak Island Borough,1504,86
ALASKA,2,200485,Lake and Peninsula Borough,179,77
ALASKA,2,200510,Matanuska-Susitna Borough,10103,88
ALASKA,2,200520,Iditarod Area,174,77
ALASKA,2,200525,Annette Island,168,82
ALASKA,2,200540,Nenana City,351,84
ALASKA,2,200570,Nome,425,69
ALASKA,2,200600,Fairbanks North Star Borough,8489,85
ALASKA,2,200610,North Slope Borough,915,58
ALASKA,2,200625,Northwest Arctic Borough,1085,47
ALASKA,2,200630,Pelican City,10,50
ALASKA,2,200660,Petersburg City,278,90
ALASKA,2,200670,Pribilof,54,74.5
ALASKA,2,200680,Saint Mary's,109,62
ALASKA,2,200690,Skagway City,33,90
ALASKA,2,200700,Southeast Island,93,87
ALASKA,2,200710,Southwest Region,386,43
ALASKA,2,200715,Tanana City,22,49.5
ALASKA,2,200720,Unalaska City,253,94
ALASKA,2,200730,Chatham,86,72
ALASKA,2,200760,Kuspuk,206,51
ALASKA,2,200770,Denali Borough,376,90
ALASKA,2,200775,Yukon Flats,176,47
ALASKA,2,200780,Valdez City,409,90
ALASKA,2,200800,Chugach,136,87
ALASKA,2,200810,Wrangell Public,235,87
ALASKA,2,200840,Yakutat,64,87
ALASKA,2,200862,Yukon/Koyukuk,694,76
ARIZONA,4,400001,Cave Creek ,3081,92
ARIZONA,4,400003,Chino Valley ,1237,80
ARIZONA,4,400004,Clarkdale-Jerome Elementary,299,85
ARIZONA,4,400005,Salome Consolidated Elementary,58,54.5
ARIZONA,4,400016,Center for Academic Success  Inc.,444,73
ARIZONA,4,400018,Pine Forest Education Association  Inc.,149,82
ARIZONA,4,400019,Flagstaff Arts And Leadership Academy,156,92
ARIZONA,4,400020,Montessori Charter of Flagstaff  Inc.,149,95
ARIZONA,4,400021,Colorado City ,237,76
ARIZONA,4,400022,Vernon Elementary,86,87
ARIZONA,4,400023,Pinon ,733,54
ARIZONA,4,400026,Heber-Overgaard ,273,85
ARIZONA,4,400028,Triumphant Learning Center,70,95
ARIZONA,4,400031,Ventana Academic Charter,21,80
ARIZONA,4,400033,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,150,92
ARIZONA,4,400034,Valley Academy  Inc.,473,97
ARIZONA,4,400036,Foothills Academy,261,95
ARIZONA,4,400037,Twenty First Century Charter  Inc. dba: Bennett Acade,90,82
ARIZONA,4,400040,Edu-Prize  Inc.,728,95
ARIZONA,4,400041,Maricopa County,72,82
ARIZONA,4,400043,New For The Arts,57,84.5
ARIZONA,4,400047,Salt River Pima-Maricopa  Communitys,124,57
ARIZONA,4,400052,Espiritu Community Development Corp.,373,70
ARIZONA,4,400053,Heritage Academy  Inc.,328,96
ARIZONA,4,400054,Villa Montessori Charter,308,94
ARIZONA,4,400055,EduPreneurship  Inc.,38,44.5
ARIZONA,4,400056,Arizona For The Arts,528,99
ARIZONA,4,400057,Arizona Call-a-Teen Youth Resources  Inc.,17,30
ARIZONA,4,400061,Intelli-School  Inc.,27,69.5
ARIZONA,4,400065,Benjamin Franklin Charter,1307,91
ARIZONA,4,400067,Victory High  Inc.,6,50
ARIZONA,4,400068,Montessori Day Chartered  Inc.,109,87
ARIZONA,4,400069,Khalsa Montessori Elementarys,62,95
ARIZONA,4,400070,Tempe Preparatory Academy,123,95
ARIZONA,4,400071,Bright Beginnings  Inc.,216,97
ARIZONA,4,400072,Montessori Education Centre Charter,176,87
ARIZONA,4,400074,Kingman Academy Of Learning,785,87
ARIZONA,4,400075,Young Scholars Academy Charter Corp.,256,89
ARIZONA,4,400077,Career Development  Inc.,19,49.5
ARIZONA,4,400078,Edge  Inc.  The,45,74.5
ARIZONA,4,400079,Tucson Youth Development/ACE Charter High,22,30
ARIZONA,4,400081,Presidio,186,95
ARIZONA,4,400082,Colorado River Union High,580,74
ARIZONA,4,400083,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,137,47
ARIZONA,4,400089,Sedona Charter  Inc.,101,87
ARIZONA,4,400090,Mingus Springs Charter,104,67
ARIZONA,4,400092,Franklin Phonetic Primary  Inc.,286,93
ARIZONA,4,400093,Skyview  Inc.,91,95
ARIZONA,4,400094,Az-Tec High,34,54.5
ARIZONA,4,400095,Yuma Private Industry Council  Inc.,5,70
ARIZONA,4,400096,Mountain  Inc.,120,92
ARIZONA,4,400097,Northland Preparatory Academy,345,97
ARIZONA,4,400098,Flagstaff Junior Academy,157,82
ARIZONA,4,400099,Liberty High,8,50
ARIZONA,4,400100,Ball Charters (Hearn),357,92
ARIZONA,4,400101,OMEGAS d.b.a. Omega Academy  Inc.,117,62
ARIZONA,4,400102,Friendly House  Inc.,178,67
ARIZONA,4,400103,Ombudsman Educational Services  Ltd. a subsidiary of Educati,54,54.5
ARIZONA,4,400104,Global Renaissance Academy of Distinguished Education,56,84.5
ARIZONA,4,400105,DCS Partner  Inc. dba Destiny Community.,69,72
ARIZONA,4,400106,Arizona Agribusiness & Equine Center  Inc.,71,95
ARIZONA,4,400107,International Commerce Secondarys  Inc.,35,64.5
ARIZONA,4,400108,Humanities and Sciences Academy of the United States  Inc.,11,50
ARIZONA,4,400109,Phoenix Advantage Charter  Inc.,306,60
ARIZONA,4,400111,Allen-Cochran Enterprises  Inc.,239,94
ARIZONA,4,400112,American Leadership Academy  Inc.,715,81
ARIZONA,4,400113,Fountain Hills Charter,75,95
ARIZONA,4,400115,Hermosa Montessori Charter,106,92
ARIZONA,4,400121,Accelerated Learning Center  Inc.,23,80
ARIZONA,4,400122,Acclaim Charter,282,72
ARIZONA,4,400124,Genesis Program  Inc.,18,69.5
ARIZONA,4,400125,Luz Academy of Tucson  Inc,41,74.5
ARIZONA,4,400126,Montessorihouse of Tucson  Inc.,35,90
ARIZONA,4,400128,Academy Of Excellence  Inc.,93,62
ARIZONA,4,400129,Accelerated Elementary and Secondarys,100,92
ARIZONA,4,400130,American Heritage Academy,272,85
ARIZONA,4,400131,The Charter Foundation  Inc.,445,84
ARIZONA,4,400133,Employ-Ability Unlimited  Inc.,148,62
ARIZONA,4,400134,BASIS  Inc.,525,99
ARIZONA,4,400135,Challenge  Inc.,295,98
ARIZONA,4,400136,Chester Newton Charter and Montessori,26,49.5
ARIZONA,4,400141,Discovery Plus Academy,58,84.5
ARIZONA,4,400142,E.Q. Scholars  Inc.,35,74.5
ARIZONA,4,400144,Florence Crittenton Services of Arizona  Inc.,10,50
ARIZONA,4,400145,Gem Charter  Inc.,19,69.5
ARIZONA,4,400147,Ha:san Educational Services,44,64.5
ARIZONA,4,400149,El Dorado Public Charter High,40,54.5
ARIZONA,4,400150,Mexicayotl Academy  Inc.,87,52
ARIZONA,4,400151,New Horizon for the Performing Arts,93,82
ARIZONA,4,400152,New West,21,80
ARIZONA,4,400153,Phoenix of Academic Excellence The,34,54.5
ARIZONA,4,400154,Shonto Governing Board of Education  Inc.,18,49.5
ARIZONA,4,400157,Sequoia Choices  LLLP,228,65
ARIZONA,4,400159,Tucson Preparatory,19,30
ARIZONA,4,400160,Vision Charter  Inc.,9,50
ARIZONA,4,400161,Westwind Children's Services,67,82
ARIZONA,4,400162,Vicki A. Romero High,72,42
ARIZONA,4,400163,Coconino County,9,50
ARIZONA,4,400164,Arizona Academy of Science And Technology  Inc.,77,67
ARIZONA,4,400165,Keystone Montessori Charter  Inc.,127,95
ARIZONA,4,400181,Benchmark  Inc.,228,98
ARIZONA,4,400182,Cambridge Academy  East   Inc,286,95
ARIZONA,4,400184,Ball Charters (Dobson),372,91
ARIZONA,4,400185,Phoenix Education Management  LLC,426,78
ARIZONA,4,400187,Stepping Stones Academy,106,87
ARIZONA,4,400188,Advanced Education Services  Inc.,34,74.5
ARIZONA,4,400189,East Valley Academy,11,50
ARIZONA,4,400190,Liberty Traditional Charter,288,65
ARIZONA,4,400191,Fit Kids  Inc. dba Champions,271,64
ARIZONA,4,400192,Sonoran Desert,8,50
ARIZONA,4,400201,Pima County,5,70
ARIZONA,4,400202,Academy of Tucson  Inc.,398,91
ARIZONA,4,400204,Mountain Rose Academy  Inc.,45,64.5
ARIZONA,4,400205,Great Expectations Academy,176,87
ARIZONA,4,400206,Desert Springs Academy,82,87
ARIZONA,4,400207,Vechij Himdag Alternative  Inc.,10,50
ARIZONA,4,400208,Mountain Oak Charter  Inc.,101,77
ARIZONA,4,400209,Park View  Inc.,186,82
ARIZONA,4,400210,Painted Pony Ranch Charter,68,72
ARIZONA,4,400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,50,90
ARIZONA,4,400212,Benson ,625,84
ARIZONA,4,400213,Painted Desert Demonstration Projects  Inc.,57,44.5
ARIZONA,4,400214,Shelby The,17,69.5
ARIZONA,4,400216,Precision Academy Systems  Inc,58,44.5
ARIZONA,4,400217,Little Lamb Community,115,92
ARIZONA,4,400218,American Basics LLC,426,80
ARIZONA,4,400219,Career Successs,225,54
ARIZONA,4,400221,South Pointe Public Charter Elementary,178,37
ARIZONA,4,400223,Daisy Education Corporation dba Sonoran Science Academy,454,93
ARIZONA,4,400225,Horizon Community Learning Center  Inc.,841,94
ARIZONA,4,400227,South Pointe Public Charter Junior High,264,51
ARIZONA,4,400229,Milestones Charter,179,82
ARIZONA,4,400230,Pathfinder Charter Foundation,269,62
ARIZONA,4,400231,James Madison Preparatory,91,92
ARIZONA,4,400232,Self Development Charter,233,97
ARIZONA,4,400235,Excalibur Charters  Inc.,170,62
ARIZONA,4,400236,Mission Charter  Inc.,121,52
ARIZONA,4,400237,Paramount Education Studies Inc,237,83
ARIZONA,4,400238,Metropolitan Arts Institute  Inc.,99,95
ARIZONA,4,400239,P.L.C. Charters,543,75
ARIZONA,4,400241,Paragon Management  Inc.,1042,91
ARIZONA,4,400243,Skylines  Inc.,30,49.5
ARIZONA,4,400244,Choice Education and Development Corporation - Sequoia Chart,456,69
ARIZONA,4,400245,Choice Education and Development Corporation - Learning Cros,161,62
ARIZONA,4,400246,Choice Education and Development Corporation - Sequoia Villa,103,72
ARIZONA,4,400248,Telesis Center for Learning  Inc.,238,83
ARIZONA,4,400252,Little Singer Community Board Inc.,27,49.5
ARIZONA,4,400254,Southern Arizona Community Academy  Inc.,20,80
ARIZONA,4,400255,Tucson Country Day  Inc.,432,87
ARIZONA,4,400256,MultiDimensional Literacy Corp.,69,77
ARIZONA,4,400257,Children's Success Academy  Inc.,30,49.5
ARIZONA,4,400258,Carden of Tucson  Inc.,77,87
ARIZONA,4,400259,Southgate Academy  Inc.,340,47
ARIZONA,4,400260,TAG Elementary  Inc.,114,72
ARIZONA,4,400261,Eastpointe High  Inc.,31,64.5
ARIZONA,4,400263,Patagonia Montessori Elementary,19,80
ARIZONA,4,400264,Santa Cruz Valley Opportunities in Education  Inc.,24,49.5
ARIZONA,4,400266,PACE Preparatory Academy  Inc.,13,50
ARIZONA,4,400267,Kestrels  Inc.,23,69.5
ARIZONA,4,400268,Juniper Tree Academy,259,90
ARIZONA,4,400273,GAR  LLC dba Student Choice High,34,74.5
ARIZONA,4,400274,AIBT Non-Profit Charter High - Phoenix,92,52
ARIZONA,4,400275,Highland Free,29,80
ARIZONA,4,400276,Academy with Community Partners  Inc,33,64.5
ARIZONA,4,400278,Deer Valley Charters  Inc.,1,70
ARIZONA,4,400279,West Gilbert Charter Elementary  Inc.,162,82
ARIZONA,4,400280,Mohave Accelerated Learning Center,199,82
ARIZONA,4,400281,Masada Charter  Inc.,303,91
ARIZONA,4,400282,Harvest Power Community Development Group  Inc.,637,71
ARIZONA,4,400284,Omega Alpha Academy,235,46
ARIZONA,4,400285,Montessori House  Inc.,21,49.5
ARIZONA,4,400288,Premier Charter High,42,44.5
ARIZONA,4,400290,Pan-American Elementary Charter,317,83
ARIZONA,4,400295,Kingman ,3739,74
ARIZONA,4,400296,El Centro for the Study of Primary and Secondary Education,94,67
ARIZONA,4,400298,Legacys,143,82
ARIZONA,4,400299,Visions Unlimited Academy  Inc.,32,44.5
ARIZONA,4,400300,Twenty First Century Charters  Inc.,21,69.5
ARIZONA,4,400303,North Star Charter  Inc.,29,49.5
ARIZONA,4,400310,Carden Traditional of Surprise  Inc.,355,93
ARIZONA,4,400311,E-Institute Charters  Inc.,126,67
ARIZONA,4,400312,Ira H. Hayes Memorial Applied Learning Center  Inc.,12,50
ARIZONA,4,400313,New Visions Academy  Inc.,26,49.5
ARIZONA,4,400314,Developing Innovations in Navajo Education  Inc. (DINE  Inc.,1,70
ARIZONA,4,400315,Yavapai Accommodation,11,50
ARIZONA,4,400317,Khalsa Family Services,136,92
ARIZONA,4,400318,Aprender Tucson,147,62
ARIZONA,4,400320,Acorn Montessori Charter,202,81
ARIZONA,4,400321,Pinnacle Education-WMCB  Inc.,20,69.5
ARIZONA,4,400322,Desert Rose Academy Inc.,43,54.5
ARIZONA,4,400323,Crown Charter  Inc,123,87
ARIZONA,4,400324,Arizona for Integrated Academics and Technologies  In,5,70
ARIZONA,4,400326,Success,298,70
ARIZONA,4,400327,Pointe Educational Services,774,88
ARIZONA,4,400328,A Center for Creative Education,22,80
ARIZONA,4,400329,Primavera Technical Learning Center,1045,67
ARIZONA,4,400330,Compass High  Inc.,37,44.5
ARIZONA,4,400332,James Sandoval Preparatory High,33,64.5
ARIZONA,4,400334,Westwind Middle Academy,41,74.5
ARIZONA,4,400338,Accelerated Learning Charter  Inc.,31,84.5
ARIZONA,4,400339,Destiny  Inc.,160,77
ARIZONA,4,400340,Noah Webster Basic,589,82
ARIZONA,4,400343,Griffin Foundation  Inc. The,193,77
ARIZONA,4,400344,Pathways KM Charters  Inc,11,50
ARIZONA,4,400350,PEAK Inc.  The,87,67
ARIZONA,4,400351,Vista Grove Preparatory Academy Public Charter Middle,61,57
ARIZONA,4,400352,American Charters Foundation d.b.a. Estrella High Sch,70,52
ARIZONA,4,400353,American Charters Foundation d.b.a. Peoria Accelerate,66,57
ARIZONA,4,400354,American Charters Foundation d.b.a. Sun Valley High S,85,57
ARIZONA,4,400355,American Charters Foundation d.b.a. West Phoenix High,112,52
ARIZONA,4,400356,Nosotros  Inc,68,52
ARIZONA,4,400357,American Charters Foundation d.b.a. Apache Trail High,33,74.5
ARIZONA,4,400359,Challenger Basic  Inc.,133,95
ARIZONA,4,400360,Sierra Oaks  Inc,36,54.5
ARIZONA,4,400361,Arizona Community Development Corporation,975,68
ARIZONA,4,400363,SC Jensen Corporation  Inc. dba Intelli-School,12,50
ARIZONA,4,400364,PAS Charter  Inc.  dba Intelli-School,49,54.5
ARIZONA,4,400366,Valley of the Sun Waldorf Education Association  dba Desert,166,77
ARIZONA,4,400367,Pima Prevention Partnership dba Pima Partnership  The,55,54.5
ARIZONA,4,400368,Academy of Mathematics and Science  Inc.,192,92
ARIZONA,4,400370,Midtown Primary,29,69.5
ARIZONA,4,400373,Tucson International Academy  Inc.,234,58
ARIZONA,4,400374,Bell Canyon Charter  Inc,220,80
ARIZONA,4,400375,Sierra Vista Charter  Inc.,265,77
ARIZONA,4,400376,Cortez Park Charter Middle  Inc.,205,70
ARIZONA,4,400377,West Gilbert Charter Middle  Inc.,106,87
ARIZONA,4,400381,Carpe Diem Collegiate High,162,87
ARIZONA,4,400382,CPLC Communitys dba Toltecalli High,17,49.5
ARIZONA,4,400383,Life Skills Center of Arizona  Inc. dba Life Skills Center o,22,30
ARIZONA,4,400384,American Charters Foundation d.b.a. Desert Hills High,79,72
ARIZONA,4,400385,American Charters Foundation d.b.a. Crestview College,57,64.5
ARIZONA,4,400386,Summit Public Charter High,52,44.5
ARIZONA,4,400387,Tempe Accelerated Public Charter High,21,49.5
ARIZONA,4,400388,Skyview Public Charter High,34,64.5
ARIZONA,4,400389,Maya Public Charter High,67,37
ARIZONA,4,400390,Camelback Education  Inc,294,77
ARIZONA,4,400392,Sunnyside Charter and Montessori,34,54.5
ARIZONA,4,400393,Lifelong Learning Research Institute  Inc.,28,69.5
ARIZONA,4,400394,Avondale Learning dba Precision Academy,23,69.5
ARIZONA,4,400395,LEAD Charters,279,83
ARIZONA,4,400396,All Aboard Charter,38,90
ARIZONA,4,400397,CAFA  Inc. dba Learning Foundation Performing Arts,45,84.5
ARIZONA,4,400398,Founding Fathers Academies  Inc,92,52
ARIZONA,4,400399,Montessori Academy  Inc.,123,87
ARIZONA,4,400401,New World Educational Center,153,72
ARIZONA,4,400402,Cholla Academy,134,77
ARIZONA,4,400404,Akimel O'Otham Pee Posh Charter  Inc.,121,77
ARIZONA,4,400405,Cornerstone Charter Inc,39,64.5
ARIZONA,4,400406,Happy Valley  Inc.,356,98
ARIZONA,4,400407,Tucson Small Project,50,84.5
ARIZONA,4,400409,Satori  Inc.,137,92
ARIZONA,4,400413,Mohave Accelerated Elementary  Inc.,129,82
ARIZONA,4,400414,Academy of Building Industries  Inc.,24,69.5
ARIZONA,4,400415,Arizona Montessori Charter at Anthem,146,82
ARIZONA,4,400416,StarShine Academy,74,52
ARIZONA,4,400417,Arizona Agribusiness & Equine Center  Inc,115,92
ARIZONA,4,400418,Ahwatukee Foothills Prep  Inc.,216,82
ARIZONA,4,400419,Gila County,34,54.5
ARIZONA,4,400420,Pillar Charter,5,70
ARIZONA,4,400421,Esperanza Community Collegial Academy,9,50
ARIZONA,4,400423,Legacy Education Group,33,74.5
ARIZONA,4,400424,Rosefield Charter Elementary  Inc.,453,85
ARIZONA,4,400425,East Mesa Charter Elementary  Inc.,353,77
ARIZONA,4,400426,Arizona Agribusiness & Equine Center  Inc.,66,92
ARIZONA,4,400427,Arizona Connections Academy Charter  Inc.,986,80
ARIZONA,4,400429,Country Gardens Charters,200,77
ARIZONA,4,400431,A Child's View  Inc.,21,69.5
ARIZONA,4,400432,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,3226,76
ARIZONA,4,400433,El Pueblo Integral - Teaching & Learning Collaborative,66,95
ARIZONA,4,400434,Santa Cruz County,20,49.5
ARIZONA,4,400436,Wildcat Secondary,132,57
ARIZONA,4,400437,Nazlini Community  Inc.,19,20
ARIZONA,4,400438,Imagine Charter Elementary at Desert West  Inc.,293,74
ARIZONA,4,400439,Desert Star Community  Inc.,58,84.5
ARIZONA,4,400440,Chandler Preparatory Academy,411,98
ARIZONA,4,400441,Imagine Middle at Surprise  Inc.,163,82
ARIZONA,4,400442,Imagine Middle at East Mesa  Inc.,51,74.5
ARIZONA,4,400444,Prescott Valley Charter,63,77
ARIZONA,4,400445,Imagine Charter Elementary at Camelback  Inc.,155,72
ARIZONA,4,400446,Imagine Elementary at Tempe  Inc.,147,67
ARIZONA,4,400447,American Charters Foundation d.b.a. South Ridge High,82,95
ARIZONA,4,400448,Desert Sky Community  Inc.,21,69.5
ARIZONA,4,400450,Agua Fria Union High,1732,85
ARIZONA,4,400451,Kin Dah Lichii Olta  Inc.,33,54.5
ARIZONA,4,400463,Arizona State for the Deaf and Blind,233,18
ARIZONA,4,400480,Aguila Elementary,90,72
ARIZONA,4,400520,Ajo ,242,58
ARIZONA,4,400600,Alhambra Elementary,9026,67
ARIZONA,4,400608,BASIS  Inc.,576,99
ARIZONA,4,400609,Bradley Academy of Excellence  Inc.,275,73
ARIZONA,4,400610,Partnership with Parents  Inc.,443,83
ARIZONA,4,400611,Career Success High - Mesa,12,50
ARIZONA,4,400613,Educational Impact  Inc.,59,64.5
ARIZONA,4,400614,MCCCD on behalf of Phoenix College Preparatory Academy,25,69.5
ARIZONA,4,400616,New for the Arts Middle,72,92
ARIZONA,4,400617,Montezuma Public Charter Middle,20,69.5
ARIZONA,4,400618,American Charters Foundation d.b.a. South Pointe High,115,62
ARIZONA,4,400619,American Charters Foundation d.b.a. Alta Vista High S,112,57
ARIZONA,4,400620,Pinnacle Education-Mesa  Inc.,10,50
ARIZONA,4,400621,Pinnacle Education-Tempe  Inc.,73,52
ARIZONA,4,400625,Pinnacle Education-Kino  Inc.,20,49.5
ARIZONA,4,400626,Pinnacle Education-Casa Grande  Inc.,11,50
ARIZONA,4,400630,Alpine Elementary,43,90
ARIZONA,4,400631,Patriot Academy  Inc.,46,84.5
ARIZONA,4,400632,Cochise Community Development Corporation,265,72
ARIZONA,4,400633,Canyon Rose Academy  Inc.,71,62
ARIZONA,4,400634,Allsport Academy,58,44.5
ARIZONA,4,400636,Blueprint Education,65,52
ARIZONA,4,400637,Edkey  Inc. - Redwood Academy,49,64.5
ARIZONA,4,400638,Edkey  Inc. - Pathfinder Academy,59,90
ARIZONA,4,400640,Choice Education & Development Corp. - Sequoia for th,40,14.5
ARIZONA,4,400641,Edkey  Inc. - Sequoia Ranch,745,65
ARIZONA,4,400649,Heritage Elementary,453,64
ARIZONA,4,400650,Integrity Education Incorporated,28,69.5
