STNAM,FIPST,LEAID,leanm11,ALL_RLA00numvalid_1112,ALL_RLA00pctprof_1112
ARKANSAS,5,509540,MAYFLOWER,627,77
ARKANSAS,5,509570,MAYNARD,258,71
ARKANSAS,5,509600,MCCRORY,340,82
ARKANSAS,5,509630,MCGEHEE,586,72
ARKANSAS,5,509720,MELBOURNE,431,88
ARKANSAS,5,509750,MENA,1001,82
ARKANSAS,5,509780,MINERAL SPRINGS DIST.,257,63
ARKANSAS,5,509840,MONTICELLO,1120,80
ARKANSAS,5,509990,MOUNT IDA,281,81
ARKANSAS,5,510080,MT. VERNON/ENOLA DIST.,248,88
ARKANSAS,5,510170,MOUNTAIN PINE,324,72
ARKANSAS,5,510200,MOUNTAIN VIEW,925,85
ARKANSAS,5,510260,MOUNTAINBURG,388,71
ARKANSAS,5,510290,MULBERRY,194,72
ARKANSAS,5,510320,Pike County,395,70
ARKANSAS,5,510380,NASHVILLE,1014,80
ARKANSAS,5,510410,NEMO VISTA,285,83
ARKANSAS,5,510440,NETTLETON,1615,84
ARKANSAS,5,510560,NORFORK,223,92
ARKANSAS,5,510620,NORPHLET,252,74
ARKANSAS,5,510680,N. LITTLE ROCK,4348,73
ARKANSAS,5,510920,OMAHA,225,85
ARKANSAS,5,510950,OSCEOLA,654,72
ARKANSAS,5,510980,OUACHITA,253,83
ARKANSAS,5,511010,OZARK,981,83
ARKANSAS,5,511070,PANGBURN,420,85
ARKANSAS,5,511130,PARIS,614,85
ARKANSAS,5,511220,PARKERS CHAPEL DIST.,333,87
ARKANSAS,5,511340,PERRYVILLE,526,83
ARKANSAS,5,511370,PIGGOTT,499,81
ARKANSAS,5,511610,POCAHONTAS,1014,82
ARKANSAS,5,511700,POTTSVILLE,905,91
ARKANSAS,5,511730,POYEN,293,74
ARKANSAS,5,511760,PRAIRIE GROVE,997,84
ARKANSAS,5,511820,PRESCOTT,535,73
ARKANSAS,5,511850,PULASKI CO. SPEC. DIST.,8757,75
ARKANSAS,5,511880,QUITMAN,361,83
ARKANSAS,5,511970,ROGERS,7412,87
ARKANSAS,5,512000,ROSE BUD,436,81
ARKANSAS,5,512060,RUSSELLVILLE,2654,84
ARKANSAS,5,512090,SALEM,388,89
ARKANSAS,5,512180,SCRANTON,231,81
ARKANSAS,5,512210,SEARCY,2203,89
ARKANSAS,5,512420,SHIRLEY,232,78
ARKANSAS,5,512450,SILOAM SPRINGS,2065,81
ARKANSAS,5,512480,SLOAN-HENDRIX DIST.,345,79
ARKANSAS,5,512510,SMACKOVER,446,76
ARKANSAS,5,512520,SO. CONWAY CO.,1126,86
ARKANSAS,5,512540,SOUTHSIDE,805,85
ARKANSAS,5,512570,SOUTH SIDE,280,83
ARKANSAS,5,512630,SPRING HILL,296,90
ARKANSAS,5,512660,SPRINGDALE,10148,80
ARKANSAS,5,512870,STEPHENS,188,62
ARKANSAS,5,512930,STRONG-HUTTIG,217,52
ARKANSAS,5,512960,STUTTGART,942,73
ARKANSAS,5,513080,GREENE CO. TECH DIST.,1787,80
ARKANSAS,5,513110,TEXARKANA,2285,70
ARKANSAS,5,513230,JACKSON CO.,420,81
ARKANSAS,5,513350,VALLEY SPRINGS,524,90
ARKANSAS,5,513380,VALLEY VIEW,1343,94
ARKANSAS,5,513410,VAN BUREN,3272,79
ARKANSAS,5,513530,VILONIA,1683,88
ARKANSAS,5,513560,VIOLA,219,88
ARKANSAS,5,513680,WALDRON,839,77
ARKANSAS,5,513930,WATSON CHAPEL,1622,65
ARKANSAS,5,514010,WEST FORK,649,80
ARKANSAS,5,514020,WESTSIDE,344,79
ARKANSAS,5,514040,WEST SIDE,241,77
ARKANSAS,5,514140,WHITE HALL,1656,85
ARKANSAS,5,514370,WONDERVIEW,204,78
ARKANSAS,5,514400,WOODLAWN,287,81
ARKANSAS,5,514430,WYNNE,1545,78
ARKANSAS,5,514490,YELLVILLE-SUMMIT DIST.,425,80
CALIFORNIA,6,600001,Acton-Agua Dulce ,793,62
CALIFORNIA,6,600002,California for the Blind (State Special Schl),18,49.5
CALIFORNIA,6,600003,California for the Deaf-Fremont (State Special Schl),179,32
CALIFORNIA,6,600006,Ross Valley Elementary,1371,86
CALIFORNIA,6,600007,California for the Deaf-Riverside (State Special Schl,188,22
CALIFORNIA,6,600009,Cuyama Joint,130,42
CALIFORNIA,6,600011,Fort Sage,158,47
CALIFORNIA,6,600012,Twin Ridges Elementary,65,52
CALIFORNIA,6,600013,Rocklin,6349,80
CALIFORNIA,6,600014,Hesperia,12267,51
CALIFORNIA,6,600015,Lucerne Valley,1477,58
CALIFORNIA,6,600016,Upland,6443,67
CALIFORNIA,6,600017,Apple Valley,7614,58
CALIFORNIA,6,600018,Mountain Valley,162,62
CALIFORNIA,6,600019,Dublin,3569,80
CALIFORNIA,6,600020,Pleasanton,8122,86
CALIFORNIA,6,600021,Sunol Glen,173,82
CALIFORNIA,6,600022,Mendota,1435,35
CALIFORNIA,6,600025,Manhattan Beach,3430,91
CALIFORNIA,6,600026,El Tejon,510,51
CALIFORNIA,6,600027,Lake Elsinore,11653,60
CALIFORNIA,6,600028,Temecula Valley,16248,79
CALIFORNIA,6,600029,Murrieta Valley,12209,72
CALIFORNIA,6,600031,Pacific,37,90
CALIFORNIA,6,600032,Redondo Beach,4481,81
CALIFORNIA,6,600033,Dos Palos Oro Loma Joint,1252,36
CALIFORNIA,6,600034,Windsor,2805,64
CALIFORNIA,6,600035,Farmersville,1376,37
CALIFORNIA,6,600036,Natomas,6388,58
CALIFORNIA,6,600037,Ferndale,276,66
CALIFORNIA,6,600038,Mattole,380,60
CALIFORNIA,6,600039,Delhi,1409,53
CALIFORNIA,6,600040,Riverdale Joint,764,55
CALIFORNIA,6,600042,Warner,139,37
CALIFORNIA,6,600043,Scotts Valley,1382,84
CALIFORNIA,6,600044,Healdsburg,974,52
CALIFORNIA,6,600045,Orland Joint,1128,45
CALIFORNIA,6,600046,Gonzales,1187,34
CALIFORNIA,6,600047,Tracy Joint,8969,56
CALIFORNIA,6,600048,Paso Robles Joint,3487,62
CALIFORNIA,6,600049,Coast,400,63
CALIFORNIA,6,600050,CEA Amador Co,7,50
CALIFORNIA,6,600051,Gridley,1043,58
CALIFORNIA,6,600052,Eureka Citys,1839,57
CALIFORNIA,6,600057,CEA San Joaquin Co,80,5
CALIFORNIA,6,600060,Hughson,1102,57
CALIFORNIA,6,600061,Riverbank,1513,42
CALIFORNIA,6,600062,Oakdale Joint,2810,62
CALIFORNIA,6,600063,Waterford,2045,53
CALIFORNIA,6,600064,Porterville,6345,47
CALIFORNIA,6,600065,Dinuba,3202,45
CALIFORNIA,6,600066,CEA Ventura Co,30,20
CALIFORNIA,6,600067,Caruthers,637,43
CALIFORNIA,6,600068,Golden Valley,1035,65
CALIFORNIA,6,600069,Valley Center-Pauma,2119,63
CALIFORNIA,6,600071,SBE - Ridgecrest Charter,173,67
CALIFORNIA,6,600116,Chawanakee,520,56
CALIFORNIA,6,600134,SBE - New West Charter Middle,334,90
CALIFORNIA,6,600136,SBE - The of Arts and Enterprise,92,52
CALIFORNIA,6,600151,SBE - Livermore Valley Charter,626,82
CALIFORNIA,6,600153,Alhambra,8991,67
CALIFORNIA,6,600158,Turlock,7036,54
CALIFORNIA,6,600159,Scott Valley,365,66
CALIFORNIA,6,600160,Yosemite,1045,60
CALIFORNIA,6,601322,SBC - High Tech High,1184,69
CALIFORNIA,6,601323,SBE - Lifeline Education Charter,186,32
CALIFORNIA,6,601324,SBC - Aspire,959,54
CALIFORNIA,6,601331,Trinity Alps,373,56
CALIFORNIA,6,601332,Twin Rivers,16377,44
CALIFORNIA,6,601333,SBE - Doris Topsy-Elvord Academy,102,37
CALIFORNIA,6,601334,SBE - Everest Public High,97,72
CALIFORNIA,6,601335,SBC - Pacific Technology,259,69
CALIFORNIA,6,601336,SBE - Barack Obama Charter,153,32
CALIFORNIA,6,601337,SBE - Western Sierra Collegiate Academy,229,86
CALIFORNIA,6,601338,SBE - River Montessori Elementary Charter,99,77
CALIFORNIA,6,601339,Hamilton,362,46
CALIFORNIA,6,601340,SBE - Dixon Montessori Charter,156,62
CALIFORNIA,6,601342,SBE - Aspire Vanguard College Preparatory Academy,245,74
CALIFORNIA,6,601344,SBE - Livermore Valley Charter Preparatory High,87,62
CALIFORNIA,6,601345,SBE - Ingenium Charter,97,52
CALIFORNIA,6,601407,SBE - Today's Fresh Start Charter,261,56
CALIFORNIA,6,601408,SBE - Long Valley Charter,225,45
CALIFORNIA,6,601409,Bishop,989,54
CALIFORNIA,6,601410,Lammersville Joint,1391,72
CALIFORNIA,6,601411,SBE - San Francisco Flex Academy,26,69.5
CALIFORNIA,6,601414,Santa Barbara,7722,64
CALIFORNIA,6,601415,Washington,1340,36
CALIFORNIA,6,601620,ABC,10937,68
CALIFORNIA,6,601650,Acalanes Union High,1344,88
CALIFORNIA,6,601680,Ackerman Elementary,328,77
CALIFORNIA,6,601710,Adelanto Elementary,5674,40
CALIFORNIA,6,601770,Alameda City,5523,70
CALIFORNIA,6,601860,Albany City,1951,83
CALIFORNIA,6,601890,Alexander Valley Union Elementary,75,77
CALIFORNIA,6,601950,Alisal Union,4505,37
CALIFORNIA,6,601980,Allensworth Elementary,53,24.5
CALIFORNIA,6,602010,Alpaugh,301,34
CALIFORNIA,6,602070,Alpine County,55,54.5
CALIFORNIA,6,602100,Alpine Union Elementary,1371,71
CALIFORNIA,6,602160,Alta Loma Elementary,4368,75
CALIFORNIA,6,602220,Alta Vista Elementary,335,31
CALIFORNIA,6,602250,Alta-Dutch Flat Union Elementary,69,72
CALIFORNIA,6,602310,Alum Rock Union Elementary,8440,51
CALIFORNIA,6,602360,Alview-Dairyland Union Elementary,247,66
CALIFORNIA,6,602370,Alvina Elementary,146,47
CALIFORNIA,6,602430,Alvord,10544,51
CALIFORNIA,6,602450,Amador County,1998,61
CALIFORNIA,6,602610,Anaheim City,10925,47
CALIFORNIA,6,602630,Anaheim Union High,15807,54
CALIFORNIA,6,602670,Sonoma County,475,65
CALIFORNIA,6,602700,Anderson Union High,514,55
CALIFORNIA,6,602730,Anderson Valley,295,49
CALIFORNIA,6,602760,Antelope Elementary,420,61
CALIFORNIA,6,602820,Antelope Valley Union High,5975,46
CALIFORNIA,6,602850,Antioch,9902,49
CALIFORNIA,6,602970,Arcadia,5290,86
CALIFORNIA,6,603000,Arcata Elementary,576,73
CALIFORNIA,6,603030,Northern Humboldt Union High,431,59
CALIFORNIA,6,603060,Arcohe Union Elementary,293,56
CALIFORNIA,6,603090,Arena Union Elementary,199,52
CALIFORNIA,6,603180,Armona Union Elementary,1288,51
CALIFORNIA,6,603270,Arvin Union Elementary,2105,36
CALIFORNIA,6,603300,Atascadero,2524,62
CALIFORNIA,6,603420,Atwater Elementary,3026,56
CALIFORNIA,6,603480,Auburn Union Elementary,1378,61
CALIFORNIA,6,603600,Azusa,5383,46
CALIFORNIA,6,603610,Baker Valley,101,32
CALIFORNIA,6,603630,Bakersfield City,17572,41
CALIFORNIA,6,603690,Baldwin Park,9057,50
CALIFORNIA,6,603720,Ballard Elementary,71,92
CALIFORNIA,6,603750,Ballico-Cressey Elementary,200,62
CALIFORNIA,6,603780,Bangor Union Elementary,76,52
CALIFORNIA,6,603840,Banning,2335,47
CALIFORNIA,6,603870,Banta Elementary,194,47
CALIFORNIA,6,604020,Barstow,2998,50
CALIFORNIA,6,604080,Bass Lake Joint Union Elementary,582,61
CALIFORNIA,6,604110,Bassett,2346,52
CALIFORNIA,6,604200,Bayshore Elementary,276,40
CALIFORNIA,6,604230,Bear Valley,1410,61
CALIFORNIA,6,604260,Beardsley Elementary,1054,46
CALIFORNIA,6,604290,Beaumont,4718,62
CALIFORNIA,6,604350,Bella Vista Elementary,230,63
CALIFORNIA,6,604380,Bellevue Union Elementary,964,42
CALIFORNIA,6,604440,Bellflower,7286,55
CALIFORNIA,6,604500,Belleview Elementary,66,72
CALIFORNIA,6,604530,Belmont-Redwood Shores Elementary,2082,85
CALIFORNIA,6,604560,Belridge Elementary,20,49.5
CALIFORNIA,6,604590,Bend Elementary,26,49.5
CALIFORNIA,6,604620,Benicia,2619,74
CALIFORNIA,6,604650,Bennett Valley Union Elementary,541,81
CALIFORNIA,6,604740,Berkeley,4795,68
CALIFORNIA,6,604800,Berryessa Union Elementary,5463,66
CALIFORNIA,6,604830,Beverly Hills,2400,82
CALIFORNIA,6,604860,Big Creek Elementary,27,69.5
CALIFORNIA,6,604890,Big Lagoon Union Elementary,39,54.5
CALIFORNIA,6,604950,Big Pine,98,32
CALIFORNIA,6,604980,Big Springs Union Elementary,64,42
CALIFORNIA,6,605010,Big Valley Joint,118,57
CALIFORNIA,6,605040,Biggs,301,42
CALIFORNIA,6,605190,Bitterwater-Tully Elementary,23,69.5
CALIFORNIA,6,605220,Black Butte Union Elementary,145,52
CALIFORNIA,6,605240,Black Oak Mine ,769,59
CALIFORNIA,6,605250,Blake Elementary,3,70
CALIFORNIA,6,605280,Blochman Union Elementary,423,62
CALIFORNIA,6,605400,Blue Lake Union Elementary,89,52
CALIFORNIA,6,605490,Bogus Elementary,6,50
CALIFORNIA,6,605520,Bolinas-Stinson Union,67,82
CALIFORNIA,6,605580,Santa Maria-Bonita,8889,38
CALIFORNIA,6,605610,Bonita ,5245,73
CALIFORNIA,6,605640,Bonny Doon Union Elementary,62,92
CALIFORNIA,6,605670,Bonsall Union Elementary,1269,75
CALIFORNIA,6,605700,Borrego Springs ,262,43
CALIFORNIA,6,605730,Bradley Union Elementary,46,64.5
CALIFORNIA,6,605790,Brawley Elementary,2410,52
CALIFORNIA,6,605820,Brawley Union High,431,57
CALIFORNIA,6,605880,Brea-Olinda ,3137,78
CALIFORNIA,6,605910,Brentwood Union Elementary,5777,68
CALIFORNIA,6,605940,Bret Harte Union High,177,72
CALIFORNIA,6,606000,Bridgeville Elementary,18,69.5
CALIFORNIA,6,606030,Briggs Elementary,384,51
CALIFORNIA,6,606060,Brisbane Elementary,354,65
CALIFORNIA,6,606090,Brittan Elementary,293,62
CALIFORNIA,6,606100,Browns Elementary,111,67
CALIFORNIA,6,606270,Buckeye Union Elementary,3330,79
CALIFORNIA,6,606330,Buellton Union Elementary,440,70
CALIFORNIA,6,606360,Buena Park Elementary,3475,59
CALIFORNIA,6,606390,Panama-Buena Vista Union,11297,56
CALIFORNIA,6,606420,Buena Vista Elementary,137,42
CALIFORNIA,6,606450,Burbank ,8491,70
CALIFORNIA,6,606480,Burlingame Elementary,1860,81
CALIFORNIA,6,606510,Burnt Ranch Elementary,64,57
CALIFORNIA,6,606540,Burrel Union Elementary,67,47
CALIFORNIA,6,606570,Burton Elementary,2500,51
CALIFORNIA,6,606580,Butte Valley ,177,42
CALIFORNIA,6,606690,Butteville Union Elementary,117,72
CALIFORNIA,6,606720,Buttonwillow Union Elementary,224,26
CALIFORNIA,6,606750,Byron Union Elementary,1176,63
CALIFORNIA,6,606780,Cabrillo ,1728,61
CALIFORNIA,6,606810,Cajon Valley Union,10531,58
CALIFORNIA,6,606870,Calaveras ,1797,58
CALIFORNIA,6,606900,Calexico ,4942,38
CALIFORNIA,6,606960,Caliente Union Elementary,39,54.5
CALIFORNIA,6,606990,Calipatria ,627,51
CALIFORNIA,6,607020,Calistoga Joint ,415,52
CALIFORNIA,6,607140,Cambrian,2171,76
CALIFORNIA,6,607170,Camino Union Elementary,305,80
CALIFORNIA,6,607200,Campbell Union,4784,63
CALIFORNIA,6,607230,Campbell Union High,1792,70
CALIFORNIA,6,607260,Camptonville Elementary,214,59
CALIFORNIA,6,607350,Canyon Elementary,47,74.5
CALIFORNIA,6,607410,Capay Joint Union Elementary,138,62
CALIFORNIA,6,607440,Capistrano ,28845,77
CALIFORNIA,6,607470,Cardiff Elementary,437,84
CALIFORNIA,6,607500,Carlsbad ,6088,78
CALIFORNIA,6,607530,Carmel ,1301,84
CALIFORNIA,6,607560,Carpinteria ,1144,55
CALIFORNIA,6,607680,Cascade Union Elementary,872,51
CALIFORNIA,6,607740,Castaic Union Elementary,2020,68
CALIFORNIA,6,607770,Castle Rock Union Elementary,41,54.5
CALIFORNIA,6,607800,Castro Valley ,4941,77
CALIFORNIA,6,607840,Cayucos Elementary,156,77
CALIFORNIA,6,607900,Center Joint ,2529,61
CALIFORNIA,6,607920,Centinela Valley Union High,1616,45
CALIFORNIA,6,607950,Central Elementary,3206,64
CALIFORNIA,6,607970,Central ,8128,51
CALIFORNIA,6,607980,Central Union Elementary,1070,57
CALIFORNIA,6,608010,Central Union High,973,54
CALIFORNIA,6,608070,Centralia Elementary,2602,72
CALIFORNIA,6,608130,Ceres ,6653,54
CALIFORNIA,6,608160,Chaffey Joint Union High,6126,57
CALIFORNIA,6,608190,Charter Oak ,3054,64
CALIFORNIA,6,608250,Chatom Union,430,46
CALIFORNIA,6,608340,Chicago Park Elementary,87,67
CALIFORNIA,6,608370,Chico ,7054,60
CALIFORNIA,6,608460,Chino Valley ,16687,67
CALIFORNIA,6,608520,Chowchilla Elementary,1337,45
CALIFORNIA,6,608550,Chowchilla Union High,255,46
CALIFORNIA,6,608580,Chualar Union,219,34
CALIFORNIA,6,608610,Chula Vista Elementary,16531,68
CALIFORNIA,6,608640,Cienega Union Elementary,15,50
CALIFORNIA,6,608700,Cinnabar Elementary,95,57
CALIFORNIA,6,608730,Citrus South Tule Elementary,26,30
CALIFORNIA,6,608760,Claremont ,3691,75
CALIFORNIA,6,608850,Clay Joint Elementary,171,72
CALIFORNIA,6,608880,Clear Creek Elementary,111,67
CALIFORNIA,6,608970,Cloverdale ,746,48
CALIFORNIA,6,609030,Clovis ,20959,77
CALIFORNIA,6,609070,Coachella Valley ,10035,35
CALIFORNIA,6,609120,Coalinga-Huron Joint ,2289,39
CALIFORNIA,6,609240,Coffee Creek Elementary,7,50
CALIFORNIA,6,609270,Cold Spring Elementary,96,92
CALIFORNIA,6,609300,Colfax Elementary,350,57
CALIFORNIA,6,609330,College Elementary,276,74
CALIFORNIA,6,609390,Colton Joint ,12526,47
CALIFORNIA,6,609450,Columbia Elementary,628,61
CALIFORNIA,6,609480,Columbia Union,390,65
CALIFORNIA,6,609510,Columbine Elementary,120,72
CALIFORNIA,6,609570,Colusa ,696,45
CALIFORNIA,6,609620,Compton ,13293,38
CALIFORNIA,6,609640,Conejo Valley ,10834,78
CALIFORNIA,6,609665,Leggett Valley ,57,54.5
CALIFORNIA,6,609690,Corcoran Joint ,1684,39
CALIFORNIA,6,609780,Corning Union Elementary,1192,47
CALIFORNIA,6,609810,Corning Union High,241,45
CALIFORNIA,6,609850,Corona-Norco ,28489,66
CALIFORNIA,6,609870,Coronado ,1662,83
CALIFORNIA,6,609940,Cotati-Rohnert Park ,3070,56
CALIFORNIA,6,609990,Cottonwood Union Elementary,713,58
CALIFORNIA,6,610050,Covina-Valley ,6876,59
CALIFORNIA,6,610080,Cox Bar Elementary,5,70
CALIFORNIA,6,610230,Cuddeback Union Elementary,76,52
CALIFORNIA,6,610260,Culver City ,3449,72
CALIFORNIA,6,610290,Cupertino Union,12323,89
CALIFORNIA,6,610320,Curtis Creek Elementary,339,60
CALIFORNIA,6,610350,Cutler-Orosi Joint ,2181,37
CALIFORNIA,6,610380,Cutten Elementary,294,72
CALIFORNIA,6,610440,Cypress Elementary,2327,77
CALIFORNIA,6,610620,Davis Joint ,4524,79
CALIFORNIA,6,610680,Death Valley ,37,34.5
CALIFORNIA,6,610710,Dehesa Elementary,831,56
CALIFORNIA,6,610740,Del Mar Union Elementary,2528,91
CALIFORNIA,6,610770,Del Norte County,1847,50
CALIFORNIA,6,610860,Delano Joint Union High,828,60
CALIFORNIA,6,610890,Delano Union Elementary,5017,45
CALIFORNIA,6,610980,Delphic Elementary,19,69.5
CALIFORNIA,6,611040,Denair ,859,49
CALIFORNIA,6,611100,Desert Center ,10,50
CALIFORNIA,6,611110,Desert Sands ,15631,61
CALIFORNIA,6,611130,Di Giorgio Elementary,146,42
CALIFORNIA,6,611220,Dixie Elementary,1214,86
CALIFORNIA,6,611280,Dixon ,1876,52
CALIFORNIA,6,611430,Douglas City Elementary,86,67
CALIFORNIA,6,611460,Downey ,12311,57
CALIFORNIA,6,611490,Dry Creek Joint Elementary,4857,72
CALIFORNIA,6,611520,Duarte ,2039,57
CALIFORNIA,6,611550,Ducor Union Elementary,113,42
CALIFORNIA,6,611610,Dunham Elementary,91,62
CALIFORNIA,6,611670,Dunsmuir Elementary,100,57
CALIFORNIA,6,611700,Dunsmuir Joint Union High,20,20
CALIFORNIA,6,611730,Durham ,550,65
CALIFORNIA,6,611760,Earlimart Elementary,1226,36
CALIFORNIA,6,611780,East Nicolaus Joint Union High,83,62
CALIFORNIA,6,611820,East Side Union High,6106,54
CALIFORNIA,6,611850,East Whittier City Elementary,6064,68
CALIFORNIA,6,611870,Eastern Sierra ,205,64
CALIFORNIA,6,611910,Eastside Union Elementary,2230,38
CALIFORNIA,6,611940,Edison Elementary,723,42
CALIFORNIA,6,612030,El Centro Elementary,3852,50
CALIFORNIA,6,612070,El Dorado Union High,1663,76
CALIFORNIA,6,612090,El Monte City Elementary,6248,52
CALIFORNIA,6,612120,El Monte Union High,2494,52
CALIFORNIA,6,612150,El Nido Elementary,103,52
CALIFORNIA,6,612180,El Rancho ,5236,51
CALIFORNIA,6,612210,El Segundo ,1667,81
CALIFORNIA,6,612330,Elk Grove ,33014,61
CALIFORNIA,6,612360,Elk Hills Elementary,115,32
CALIFORNIA,6,612420,Elkins Elementary,12,50
CALIFORNIA,6,612600,Elverta Joint Elementary,184,52
CALIFORNIA,6,612630,Emery ,379,47
CALIFORNIA,6,612690,Empire Union Elementary,1968,55
CALIFORNIA,6,612750,Encinitas Union Elementary,3173,83
CALIFORNIA,6,612810,Enterprise Elementary,2224,62
CALIFORNIA,6,612840,Escalon ,1495,55
CALIFORNIA,6,612880,Escondido Union,12476,50
CALIFORNIA,6,612910,Escondido Union High,2259,55
CALIFORNIA,6,612930,Esparto ,490,44
CALIFORNIA,6,612960,Etiwanda Elementary,9066,76
CALIFORNIA,6,613080,Eureka Union,2361,86
CALIFORNIA,6,613140,Evergreen Elementary,9276,75
CALIFORNIA,6,613170,Evergreen Union,645,67
CALIFORNIA,6,613200,Exeter Union Elementary,1294,51
CALIFORNIA,6,613230,Exeter Union High,293,46
CALIFORNIA,6,613290,Fairfax Elementary,1493,35
CALIFORNIA,6,613360,Fairfield-Suisun ,11370,58
CALIFORNIA,6,613470,Fall River Joint ,612,57
CALIFORNIA,6,613500,Fallbrook Union Elementary,3468,59
CALIFORNIA,6,613530,Fallbrook Union High,648,57
CALIFORNIA,6,613710,Feather Falls Union Elementary,14,50
CALIFORNIA,6,613740,Fieldbrook Elementary,82,87
CALIFORNIA,6,613800,Fillmore ,2018,44
CALIFORNIA,6,613840,Firebaugh-Las Deltas Joint ,1145,49
CALIFORNIA,6,613860,Flournoy Union Elementary,20,80
CALIFORNIA,6,613890,Folsom-Cordova ,10209,69
CALIFORNIA,6,613920,Fontana ,21135,48
CALIFORNIA,6,613980,Foresthill Union Elementary,295,62
CALIFORNIA,6,614010,Forestville Union Elementary,269,70
CALIFORNIA,6,614040,Forks of Salmon Elementary,4,70
CALIFORNIA,6,614070,Fort Bragg ,1021,52
CALIFORNIA,6,614130,Fort Ross Elementary,19,69.5
CALIFORNIA,6,614160,Fortuna Union Elementary,411,54
CALIFORNIA,6,614190,Fortuna Union High,283,56
CALIFORNIA,6,614220,Fountain Valley Elementary,4414,82
CALIFORNIA,6,614250,Fowler ,1235,54
CALIFORNIA,6,614340,Franklin Elementary,319,71
CALIFORNIA,6,614370,Franklin-McKinley Elementary,6629,51
CALIFORNIA,6,614400,Fremont ,17218,79
CALIFORNIA,6,614430,Fremont Union High,2629,81
CALIFORNIA,6,614490,French Gulch-Whiskeytown Elementary,13,50
CALIFORNIA,6,614520,Freshwater Elementary,201,71
CALIFORNIA,6,614550,Fresno ,38090,42
CALIFORNIA,6,614700,Fruitvale Elementary,2154,72
CALIFORNIA,6,614730,Fullerton Elementary,9085,68
CALIFORNIA,6,614760,Fullerton Joint Union High,2946,73
CALIFORNIA,6,614790,Galt Joint Union Elementary,2624,63
CALIFORNIA,6,614820,Galt Joint Union High,574,55
CALIFORNIA,6,614880,Garden Grove ,25735,59
CALIFORNIA,6,614910,Garfield Elementary,32,84.5
CALIFORNIA,6,614940,Garvey Elementary,3704,59
CALIFORNIA,6,614950,Gateway ,2172,59
CALIFORNIA,6,614970,Gazelle Union Elementary,34,74.5
CALIFORNIA,6,615000,General Shafter Elementary,105,47
CALIFORNIA,6,615090,Gerber Union Elementary,233,42
CALIFORNIA,6,615150,Geyserville ,136,57
CALIFORNIA,6,615180,Gilroy ,6008,59
CALIFORNIA,6,615240,Glendale ,13688,72
CALIFORNIA,6,615270,Glendora ,3988,75
CALIFORNIA,6,615390,Gold Oak Union Elementary,338,64
CALIFORNIA,6,615450,Gold Trail Union Elementary,343,70
CALIFORNIA,6,615480,Golden Feather Union Elementary,82,37
CALIFORNIA,6,615510,Goleta Union Elementary,2109,73
CALIFORNIA,6,615600,Gorman Elementary,880,53
CALIFORNIA,6,615690,Grant Elementary,393,82
CALIFORNIA,6,615780,Grass Valley Elementary,1051,58
CALIFORNIA,6,615810,Gratton Elementary,91,77
CALIFORNIA,6,615840,Gravenstein Union Elementary,474,84
CALIFORNIA,6,615870,Graves Elementary,28,69.5
CALIFORNIA,6,615990,Green Point Elementary,4,70
CALIFORNIA,6,616050,Greenfield Union,5696,46
CALIFORNIA,6,616080,Greenfield Union Elementary,1777,29
CALIFORNIA,6,616110,Grenada Elementary,122,52
CALIFORNIA,6,616230,Grossmont Union High,5679,54
CALIFORNIA,6,616260,Guadalupe Union Elementary,770,35
CALIFORNIA,6,616300,Cucamonga Elementary,1752,53
CALIFORNIA,6,616320,Guerneville Elementary,195,72
CALIFORNIA,6,616323,Gustine ,933,46
CALIFORNIA,6,616325,Hacienda la Puente ,11051,61
CALIFORNIA,6,616470,Hanford Elementary,3602,51
CALIFORNIA,6,616500,Hanford Joint Union High,912,52
CALIFORNIA,6,616530,Happy Camp Union Elementary,74,42
CALIFORNIA,6,616560,Happy Valley Elementary,78,92
CALIFORNIA,6,616570,Happy Valley Union Elementary,354,50
CALIFORNIA,6,616620,Harmony Union Elementary,410,68
CALIFORNIA,6,616650,Hart-Ransom Union Elementary,668,65
CALIFORNIA,6,616680,Hawthorne,5540,52
CALIFORNIA,6,616740,Hayward ,11415,44
CALIFORNIA,6,616830,Heber Elementary,784,57
CALIFORNIA,6,616860,Helendale Elementary,386,58
CALIFORNIA,6,616920,Hemet ,11638,52
CALIFORNIA,6,617040,Hermosa Beach City Elementary,1225,76
CALIFORNIA,6,617160,Hickman Community Charter,740,72
CALIFORNIA,6,617190,Hillsborough City Elementary,1078,95
CALIFORNIA,6,617220,Hilmar ,1197,52
CALIFORNIA,6,617340,Hollister,3668,50
CALIFORNIA,6,617430,Holtville ,837,44
CALIFORNIA,6,617490,Hope Elementary,561,80
CALIFORNIA,6,617520,Hope Elementary,120,42
CALIFORNIA,6,617580,Horicon Elementary,32,54.5
CALIFORNIA,6,617620,Hornbrook Elementary,22,49.5
CALIFORNIA,6,617640,Hot Springs Elementary,15,50
CALIFORNIA,6,617760,Howell Mountain Elementary,64,62
CALIFORNIA,6,617850,Hueneme Elementary,5173,43
CALIFORNIA,6,617880,Hughes-Elizabeth Lakes Union Elementary,233,70
CALIFORNIA,6,618030,Huntington Beach City Elementary,4770,81
CALIFORNIA,6,618060,Huntington Beach Union High,4075,73
CALIFORNIA,6,618120,Hydesville Elementary,99,77
CALIFORNIA,6,618160,"Igo, Ono, Platina Union Elementary",54,54.5
CALIFORNIA,6,618210,Imperial ,2061,62
